 -4.45152E-04, -4.38134E-04, -4.29246E-04, -4.18323E-04, -4.05198E-04, -3.89702E-04, -3.71663E-04, -3.50911E-04, -3.27283E-04, -3.00620E-04, -2.70778E-04, -2.37628E-04, -2.01062E-04, -1.61000E-04, -1.17393E-04, -7.02354E-05, -1.95632E-05,  3.45327E-05,  9.19028E-05,  1.52333E-04,  2.15537E-04,  2.81157E-04,  3.48755E-04,  4.17817E-04,  4.87752E-04,  5.57895E-04,  6.27516E-04,  6.95830E-04,  7.62006E-04,  8.25187E-04,  8.84505E-04,  9.39104E-04,  9.88160E-04,  1.03090E-03,  1.06664E-03,  1.09478E-03,  1.11483E-03,  1.12647E-03,  1.12947E-03,  1.12379E-03,  1.10952E-03,  1.08692E-03,  1.05636E-03,  1.01837E-03,  9.73562E-04,  9.22660E-04,  8.66452E-04,  8.05773E-04,  7.41486E-04,  6.74458E-04,  6.05542E-04,  5.35555E-04,  4.65270E-04,  3.95400E-04,  3.26588E-04,  2.59404E-04,  1.94341E-04,  1.31814E-04,  7.21605E-05,  1.56445E-05, -3.75383E-05, -8.72564E-05, -1.33435E-04, -1.76051E-04, -2.15124E-04, -2.50713E-04, -2.82906E-04, -3.11818E-04, -3.37585E-04, -3.60355E-04, -3.80288E-04, -3.97553E-04, -4.12319E-04, -4.24757E-04, -4.35039E-04, -4.43330E-04, -4.49793E-04,
 -4.42457E-04, -4.34891E-04, -4.25310E-04, -4.13530E-04, -3.99361E-04, -3.82606E-04, -3.63068E-04, -3.40546E-04, -3.14845E-04, -2.85776E-04, -2.53158E-04, -2.16831E-04, -1.76653E-04, -1.32511E-04, -8.43280E-05, -3.20696E-05,  2.42476E-05,  8.45480E-05,  1.48688E-04,  2.16451E-04,  2.87535E-04,  3.61553E-04,  4.38025E-04,  5.16374E-04,  5.95934E-04,  6.75946E-04,  7.55568E-04,  8.33887E-04,  9.09932E-04,  9.82694E-04,  1.05114E-03,  1.11427E-03,  1.17107E-03,  1.22064E-03,  1.26213E-03,  1.29483E-03,  1.31816E-03,  1.33170E-03,  1.33521E-03,  1.32861E-03,  1.31203E-03,  1.28576E-03,  1.25027E-03,  1.20619E-03,  1.15427E-03,  1.09538E-03,  1.03045E-03,  9.60480E-04,  8.86505E-04,  8.09546E-04,  7.30604E-04,  6.50636E-04,  5.70535E-04,  4.91122E-04,  4.13129E-04,  3.37198E-04,  2.63879E-04,  1.93623E-04,  1.26794E-04,  6.36689E-05,  4.44218E-06, -5.07630E-05, -1.01889E-04, -1.48935E-04, -1.91948E-04, -2.31019E-04, -2.66267E-04, -2.97842E-04, -3.25913E-04, -3.50661E-04, -3.72280E-04, -3.90967E-04, -4.06922E-04, -4.20344E-04, -4.31428E-04, -4.40364E-04, -4.47333E-04,
 -4.39584E-04, -4.31478E-04, -4.21208E-04, -4.08567E-04, -3.93337E-04, -3.75293E-04, -3.54205E-04, -3.29842E-04, -3.01969E-04, -2.70361E-04, -2.34798E-04, -1.95078E-04, -1.51018E-04, -1.02466E-04, -4.93077E-05,  8.52674E-06,  7.10498E-05,  1.38208E-04,  2.09872E-04,  2.85825E-04,  3.65757E-04,  4.49250E-04,  5.35781E-04,  6.24709E-04,  7.15282E-04,  8.06633E-04,  8.97794E-04,  9.87702E-04,  1.07522E-03,  1.15916E-03,  1.23829E-03,  1.31141E-03,  1.37733E-03,  1.43494E-03,  1.48323E-03,  1.52133E-03,  1.54854E-03,  1.56435E-03,  1.56845E-03,  1.56076E-03,  1.54143E-03,  1.51083E-03,  1.46952E-03,  1.41826E-03,  1.35796E-03,  1.28966E-03,  1.21451E-03,  1.13368E-03,  1.04842E-03,  9.59930E-04,  8.69389E-04,  7.77917E-04,  6.86552E-04,  5.96234E-04,  5.07798E-04,  4.21965E-04,  3.39342E-04,  2.60423E-04,  1.85592E-04,  1.15133E-04,  4.92360E-05, -1.19918E-05, -6.85177E-05, -1.20372E-04, -1.67638E-04, -2.10442E-04, -2.48948E-04, -2.83345E-04, -3.13840E-04, -3.40657E-04, -3.64025E-04, -3.84178E-04, -4.01349E-04, -4.15766E-04, -4.27654E-04, -4.37228E-04, -4.44693E-04,
 -4.36534E-04, -4.27906E-04, -4.16959E-04, -4.03460E-04, -3.87161E-04, -3.67807E-04, -3.45132E-04, -3.18864E-04, -2.88729E-04, -2.54457E-04, -2.15781E-04, -1.72451E-04, -1.24235E-04, -7.09320E-05, -1.23788E-05,  5.15377E-05,  1.20870E-04,  1.95597E-04,  2.75611E-04,  3.60706E-04,  4.50565E-04,  5.44748E-04,  6.42686E-04,  7.43671E-04,  8.46855E-04,  9.51254E-04,  1.05575E-03,  1.15911E-03,  1.25999E-03,  1.35700E-03,  1.44867E-03,  1.53355E-03,  1.61023E-03,  1.67735E-03,  1.73370E-03,  1.77821E-03,  1.81002E-03,  1.82852E-03,  1.83332E-03,  1.82434E-03,  1.80176E-03,  1.76600E-03,  1.71778E-03,  1.65802E-03,  1.58781E-03,  1.50844E-03,  1.42126E-03,  1.32772E-03,  1.22927E-03,  1.12736E-03,  1.02337E-03,  9.18626E-04,  8.14318E-04,  7.11530E-04,  6.11209E-04,  5.14164E-04,  4.21062E-04,  3.32435E-04,  2.48687E-04,  1.70102E-04,  9.68559E-05,  2.90310E-05, -3.33747E-05, -9.04324E-05, -1.42271E-04, -1.89067E-04, -2.31032E-04, -2.68403E-04, -3.01438E-04, -3.30405E-04, -3.55577E-04, -3.77229E-04, -3.95632E-04, -4.11048E-04, -4.23734E-04, -4.33931E-04, -4.41873E-04,
 -4.33307E-04, -4.24183E-04, -4.12581E-04, -3.98238E-04, -3.80876E-04, -3.60201E-04, -3.35910E-04, -3.07688E-04, -2.75212E-04, -2.38159E-04, -1.96211E-04, -1.49059E-04, -9.64110E-05, -3.80067E-05,  2.63767E-05,  9.69094E-05,  1.73696E-04,  2.56760E-04,  3.46028E-04,  4.41316E-04,  5.42308E-04,  6.48548E-04,  7.59424E-04,  8.74156E-04,  9.91796E-04,  1.11122E-03,  1.23115E-03,  1.35014E-03,  1.46664E-03,  1.57896E-03,  1.68538E-03,  1.78416E-03,  1.87356E-03,  1.95198E-03,  2.01790E-03,  2.07005E-03,  2.10736E-03,  2.12907E-03,  2.13472E-03,  2.12420E-03,  2.09771E-03,  2.05582E-03,  1.99938E-03,  1.92950E-03,  1.84756E-03,  1.75507E-03,  1.65372E-03,  1.54523E-03,  1.43134E-03,  1.31378E-03,  1.19419E-03,  1.07410E-03,  9.54900E-04,  8.37841E-04,  7.23990E-04,  6.14249E-04,  5.09346E-04,  4.09851E-04,  3.16178E-04,  2.28602E-04,  1.47276E-04,  7.22419E-05,  3.45214E-06, -5.92189E-05, -1.15958E-04, -1.67002E-04, -2.12621E-04, -2.53113E-04, -2.88791E-04, -3.19978E-04, -3.46997E-04, -3.70169E-04, -3.89808E-04, -4.06215E-04, -4.19681E-04, -4.30480E-04, -4.38870E-04,
 -4.29902E-04, -4.20316E-04, -4.08090E-04, -3.92929E-04, -3.74520E-04, -3.52531E-04, -3.26612E-04, -2.96400E-04, -2.61518E-04, -2.21585E-04, -1.76217E-04, -1.25038E-04, -6.76860E-05, -3.82727E-06,  6.68346E-05,  1.44542E-04,  2.29467E-04,  3.21695E-04,  4.21202E-04,  5.27838E-04,  6.41305E-04,  7.61138E-04,  8.86685E-04,  1.01710E-03,  1.15132E-03,  1.28808E-03,  1.42590E-03,  1.56311E-03,  1.69786E-03,  1.82819E-03,  1.95201E-03,  2.06723E-03,  2.17176E-03,  2.26362E-03,  2.34099E-03,  2.40227E-03,  2.44616E-03,  2.47172E-03,  2.47839E-03,  2.46602E-03,  2.43487E-03,  2.38563E-03,  2.31935E-03,  2.23741E-03,  2.14149E-03,  2.03346E-03,  1.91534E-03,  1.78923E-03,  1.65722E-03,  1.52137E-03,  1.38362E-03,  1.24577E-03,  1.10943E-03,  9.76029E-04,  8.46770E-04,  7.22654E-04,  6.04473E-04,  4.92822E-04,  3.88117E-04,  2.90614E-04,  2.00422E-04,  1.17533E-04,  4.18334E-05, -2.68701E-05, -8.88382E-05, -1.44380E-04, -1.93839E-04, -2.37585E-04, -2.75996E-04, -3.09457E-04, -3.38350E-04, -3.63049E-04, -3.83914E-04, -4.01292E-04, -4.15509E-04, -4.26876E-04, -4.35679E-04,
 -4.26307E-04, -4.16306E-04, -4.03499E-04, -3.87561E-04, -3.68138E-04, -3.44856E-04, -3.17315E-04, -2.85097E-04, -2.47764E-04, -2.04867E-04, -1.55949E-04, -1.00554E-04, -3.82370E-05,  3.14259E-05,  1.08821E-04,  1.94280E-04,  2.88064E-04,  3.90337E-04,  5.01148E-04,  6.20400E-04,  7.47829E-04,  8.82974E-04,  1.02516E-03,  1.17346E-03,  1.32672E-03,  1.48349E-03,  1.64207E-03,  1.80054E-03,  1.95672E-03,  2.10826E-03,  2.25268E-03,  2.38743E-03,  2.51000E-03,  2.61794E-03,  2.70902E-03,  2.78127E-03,  2.83308E-03,  2.86328E-03,  2.87118E-03,  2.85657E-03,  2.81981E-03,  2.76174E-03,  2.68365E-03,  2.58727E-03,  2.47465E-03,  2.34810E-03,  2.21008E-03,  2.06314E-03,  1.90981E-03,  1.75255E-03,  1.59364E-03,  1.43520E-03,  1.27910E-03,  1.12697E-03,  9.80167E-04,  8.39783E-04,  7.06669E-04,  5.81440E-04,  4.64496E-04,  3.56053E-04,  2.56162E-04,  1.64740E-04,  8.15920E-05,  6.43349E-06, -6.10857E-05, -1.21365E-04, -1.74836E-04, -2.21949E-04, -2.63163E-04, -2.98933E-04, -3.29709E-04, -3.55923E-04, -3.77989E-04, -3.96301E-04, -4.11229E-04, -4.23118E-04, -4.32288E-04,
 -4.22510E-04, -4.12149E-04, -3.98819E-04, -3.82157E-04, -3.61770E-04, -3.37235E-04, -3.08100E-04, -2.73883E-04, -2.34079E-04, -1.88160E-04, -1.35587E-04, -7.58091E-05, -8.28209E-06,  6.75232E-05,  1.52103E-04,  2.45903E-04,  3.49293E-04,  4.62546E-04,  5.85805E-04,  7.19054E-04,  8.62085E-04,  1.01447E-03,  1.17550E-03,  1.34422E-03,  1.51933E-03,  1.69923E-03,  1.88197E-03,  2.06529E-03,  2.24665E-03,  2.42326E-03,  2.59213E-03,  2.75018E-03,  2.89432E-03,  3.02157E-03,  3.12916E-03,  3.21464E-03,  3.27603E-03,  3.31185E-03,  3.32123E-03,  3.30393E-03,  3.26038E-03,  3.19163E-03,  3.09930E-03,  2.98555E-03,  2.85290E-03,  2.70421E-03,  2.54251E-03,  2.37088E-03,  2.19239E-03,  2.00998E-03,  1.82637E-03,  1.64404E-03,  1.46515E-03,  1.29155E-03,  1.12476E-03,  9.65980E-04,  8.16093E-04,  6.75720E-04,  5.45227E-04,  4.24762E-04,  3.14295E-04,  2.13640E-04,  1.22495E-04,  4.04647E-05, -3.29145E-05, -9.81508E-05, -1.55780E-04, -2.06352E-04, -2.50414E-04, -2.88505E-04, -3.21149E-04, -3.48846E-04, -3.72068E-04, -3.91263E-04, -4.06844E-04, -4.19198E-04, -4.28680E-04,
 -4.18487E-04, -4.07834E-04, -3.94050E-04, -3.76736E-04, -3.55455E-04, -3.29730E-04, -2.99052E-04, -2.62871E-04, -2.20604E-04, -1.71638E-04, -1.15334E-04, -5.10370E-05,  2.19162E-05,  1.04180E-04,  1.96385E-04,  2.99114E-04,  4.12878E-04,  5.38087E-04,  6.75013E-04,  8.23753E-04,  9.84188E-04,  1.15594E-03,  1.33833E-03,  1.53033E-03,  1.73056E-03,  1.93720E-03,  2.14806E-03,  2.36051E-03,  2.57155E-03,  2.77786E-03,  2.97585E-03,  3.16177E-03,  3.33184E-03,  3.48237E-03,  3.60992E-03,  3.71146E-03,  3.78448E-03,  3.82712E-03,  3.83830E-03,  3.81773E-03,  3.76592E-03,  3.68421E-03,  3.57465E-03,  3.43989E-03,  3.28313E-03,  3.10788E-03,  2.91786E-03,  2.71687E-03,  2.50862E-03,  2.29663E-03,  2.08414E-03,  1.87404E-03,  1.66884E-03,  1.47063E-03,  1.28109E-03,  1.10151E-03,  9.32808E-04,  7.75580E-04,  6.30124E-04,  4.96492E-04,  3.74534E-04,  2.63933E-04,  1.64249E-04,  7.49444E-05, -4.57991E-06, -7.49645E-05, -1.36869E-04, -1.90957E-04, -2.37882E-04, -2.78277E-04, -3.12748E-04, -3.41870E-04, -3.66183E-04, -3.86189E-04, -4.02353E-04, -4.15102E-04, -4.24827E-04,
 -4.14203E-04, -4.03338E-04, -3.89186E-04, -3.71309E-04, -3.49223E-04, -3.22397E-04, -2.90256E-04, -2.52177E-04, -2.07492E-04, -1.55490E-04, -9.54216E-05, -2.65086E-05,  5.20481E-05,  1.41052E-04,  2.41295E-04,  3.53528E-04,  4.78438E-04,  6.16610E-04,  7.68486E-04,  9.34320E-04,  1.11412E-03,  1.30761E-03,  1.51416E-03,  1.73272E-03,  1.96179E-03,  2.19940E-03,  2.44304E-03,  2.68967E-03,  2.93577E-03,  3.17738E-03,  3.41017E-03,  3.62956E-03,  3.83091E-03,  4.00964E-03,  4.16146E-03,  4.28256E-03,  4.36977E-03,  4.42077E-03,  4.43416E-03,  4.40958E-03,  4.34769E-03,  4.25016E-03,  4.11960E-03,  3.95936E-03,  3.77341E-03,  3.56615E-03,  3.34219E-03,  3.10617E-03,  2.86261E-03,  2.61574E-03,  2.36941E-03,  2.12701E-03,  1.89142E-03,  1.66498E-03,  1.44956E-03,  1.24651E-03,  1.05675E-03,  8.80809E-04,  7.18882E-04,  5.70881E-04,  4.36495E-04,  3.15237E-04,  2.06488E-04,  1.09537E-04,  2.36191E-05, -5.20652E-05, -1.18321E-04, -1.75945E-04, -2.25709E-04, -2.68354E-04, -3.04580E-04, -3.35045E-04, -3.60359E-04, -3.81086E-04, -3.97743E-04, -4.10802E-04, -4.20693E-04,
