Qtot3.924811864397526e-17
# RMSE: 1.2149696485089403, Max. Err: 2.7526819236424482 kcal/mol Qa(l,m) [a = atom index]
5
Q1(0,0)     -0.15529078424645035
Q2(0,0)     0.5006561536277573
Q3(0,0)     0.03071169529735044
Q4(0,0)     0.020318086425804516
Q5(0,0)     -0.0018852484522024818
Q6(0,0)     0.026034831450766956
Q7(0,0)     -0.40397491523305123
Q8(0,0)     -0.023161663772494793
Q9(0,0)     0.006084866629141314
Q10(0,0)     0.0005069782733784086
Q1(1,-1)     0.4237282735603063
Q1(1,0)     -0.051018977458066904
Q1(1,1)     -0.44680169263884745
Q2(1,-1)     -0.6973951287087553
Q2(1,0)     -0.032848425319728494
Q2(1,1)     0.08787402253817594
Q3(1,-1)     -0.07140394594898689
Q3(1,0)     0.3107357246617751
Q3(1,1)     -0.6575147676588312
Q4(1,-1)     0.008788689664019411
Q4(1,0)     -0.22147544925296236
Q4(1,1)     0.49238555714772286
Q5(1,-1)     -0.03781967763719382
Q5(1,0)     0.0025703179401672244
Q5(1,1)     -0.0312650336617631
Q6(1,-1)     0.04394309875057208
Q6(1,0)     -0.004875472226976041
Q6(1,1)     0.12346038084158162
Q7(1,-1)     0.11994540545117749
Q7(1,0)     0.04010094287238869
Q7(1,1)     0.0883673741725188
Q8(1,-1)     -0.028743025647835166
Q8(1,0)     -0.001365418924563322
Q8(1,1)     0.12785140228967345
Q9(1,-1)     0.021242975048230084
Q9(1,0)     -0.017036727040099134
Q9(1,1)     -0.07508161351431783
Q10(1,-1)     0.005213987900295078
Q10(1,0)     -0.033738508872112036
Q10(1,1)     -0.0032338169616767387
Q1(2,-2)     0.36896611756098885
Q1(2,-1)     0.3251603202349012
Q1(2,0)     -0.2268234259032662
Q1(2,1)     0.17515274812110965
Q1(2,2)     0.1761478564848419
Q2(2,-2)     1.1169357634586903
Q2(2,-1)     0.31321068926410994
Q2(2,0)     -0.6268144969232877
Q2(2,1)     0.4206736113089653
Q2(2,2)     0.47671640174482494
Q3(2,-2)     -0.1005256417772729
Q3(2,-1)     -0.08527946969872896
Q3(2,0)     0.12064489407737365
Q3(2,1)     0.803293559349654
Q3(2,2)     0.3733156450349869
Q4(2,-2)     -0.19138900261731623
Q4(2,-1)     -0.14942011544897754
Q4(2,0)     0.4103394605538416
Q4(2,1)     0.7405118056871085
Q4(2,2)     -0.0905228469761873
Q5(2,-2)     0.01289426011406511
Q5(2,-1)     -0.04127956647470624
Q5(2,0)     -0.12461547106331612
Q5(2,1)     0.15019409967909741
Q5(2,2)     0.1282193762774359
Q6(2,-2)     -0.13060660452849043
Q6(2,-1)     0.0016321874966133308
Q6(2,0)     -0.07751752363438742
Q6(2,1)     0.11903897195768519
Q6(2,2)     -0.14081193425390007
Q7(2,-2)     0.37188163846549654
Q7(2,-1)     0.17068252038144638
Q7(2,0)     -0.28264309803408116
Q7(2,1)     0.09400261887908412
Q7(2,2)     -0.3094520355928664
Q8(2,-2)     0.0423576542809451
Q8(2,-1)     -0.05075023746866103
Q8(2,0)     0.2926734056289157
Q8(2,1)     -0.14576390220856
Q8(2,2)     0.04029721654698995
Q9(2,-2)     0.047769808314444745
Q9(2,-1)     0.01048136707376921
Q9(2,0)     0.20886342808608108
Q9(2,1)     -0.06397715987404795
Q9(2,2)     0.1403798035083057
Q10(2,-2)     0.02435509382425683
Q10(2,-1)     -0.01872950330258521
Q10(2,0)     -0.05337360402098751
Q10(2,1)     0.13927028735692557
Q10(2,2)     0.24278309928149322
Q1(3,-3)     0.3983927242858785
Q1(3,-2)     -0.2648303875976625
Q1(3,-1)     0.2863230359506169
Q1(3,0)     -0.09042223646191165
Q1(3,1)     0.012256019392889964
Q1(3,2)     0.15984252952042022
Q1(3,3)     0.3292428553930054
Q2(3,-3)     -0.1480058912537521
Q2(3,-2)     0.04996030687394838
Q2(3,-1)     -0.20524172637064692
Q2(3,0)     0.1482259765027588
