Qtot-3.0531133177191805e-16
# RMSE: 2.1910408168371003, Max. Err: 7.826518627020866 kcal/mol Qa(l,m) [a = atom index]
0
Q1(0,0)     -0.7598202701153093
Q2(0,0)     0.7835975320261005
Q3(0,0)     0.21475680541454595
Q4(0,0)     0.306059317502526
Q5(0,0)     0.1660725925180802
Q6(0,0)     0.12855717239377124
Q7(0,0)     0.12871405563293709
Q8(0,0)     -0.4561795356436523
Q9(0,0)     -0.5916853738579728
Q10(0,0)     -0.25242869592036465
Q11(0,0)     0.21373415859453843
Q12(0,0)     0.11862224145479935
