 -4.85272E-03, -4.97385E-03, -5.09633E-03, -5.21993E-03, -5.34436E-03, -5.46932E-03, -5.59445E-03, -5.71935E-03, -5.84359E-03, -5.96666E-03, -6.08803E-03, -6.20711E-03, -6.32324E-03, -6.43572E-03, -6.54380E-03, -6.64665E-03, -6.74340E-03, -6.83313E-03, -6.91486E-03, -6.98758E-03, -7.05023E-03, -7.10172E-03, -7.14094E-03, -7.16678E-03, -7.17813E-03, -7.17388E-03, -7.15298E-03, -7.11442E-03, -7.05726E-03, -6.98067E-03, -6.88392E-03, -6.76644E-03, -6.62779E-03, -6.46774E-03, -6.28626E-03, -6.08355E-03, -5.86003E-03, -5.61640E-03, -5.35363E-03, -5.07296E-03, -4.77591E-03, -4.46425E-03, -4.14006E-03, -3.80561E-03, -3.46341E-03, -3.11615E-03, -2.76664E-03, -2.41779E-03, -2.07252E-03, -1.73373E-03, -1.40421E-03, -1.08660E-03, -7.83321E-04, -4.96513E-04, -2.28009E-04,  2.07046E-05,  2.48515E-04,  4.54684E-04,  6.38847E-04,  8.00999E-04,  9.41461E-04,  1.06085E-03,  1.16005E-03,  1.24013E-03,  1.30235E-03,  1.34807E-03,  1.37873E-03,  1.39582E-03,  1.40080E-03,  1.39514E-03,  1.38023E-03,  1.35739E-03,  1.32789E-03,  1.29285E-03,  1.25335E-03,  1.21032E-03,  1.16462E-03,  1.11700E-03,  1.06812E-03,  1.01856E-03,  9.68816E-04,  9.19300E-04,  8.70366E-04,  8.22307E-04,  7.75361E-04,
 -4.94948E-03, -5.07658E-03, -5.20531E-03, -5.33543E-03, -5.46666E-03, -5.59870E-03, -5.73117E-03, -5.86367E-03, -5.99574E-03, -6.12688E-03, -6.25651E-03, -6.38401E-03, -6.50870E-03, -6.62982E-03, -6.74657E-03, -6.85807E-03, -6.96338E-03, -7.06149E-03, -7.15134E-03, -7.23183E-03, -7.30178E-03, -7.36000E-03, -7.40526E-03, -7.43630E-03, -7.45188E-03, -7.45075E-03, -7.43171E-03, -7.39361E-03, -7.33537E-03, -7.25600E-03, -7.15466E-03, -7.03063E-03, -6.88338E-03, -6.71259E-03, -6.51815E-03, -6.30022E-03, -6.05922E-03, -5.79587E-03, -5.51119E-03, -5.20653E-03, -4.88353E-03, -4.54420E-03, -4.19081E-03, -3.82593E-03, -3.45241E-03, -3.07329E-03, -2.69179E-03, -2.31123E-03, -1.93497E-03, -1.56635E-03, -1.20858E-03, -8.64690E-04, -5.37456E-04, -2.29325E-04,  5.76346E-05,  3.21772E-04,  5.61878E-04,  7.77198E-04,  9.67420E-04,  1.13265E-03,  1.27340E-03,  1.39049E-03,  1.48506E-03,  1.55847E-03,  1.61227E-03,  1.64811E-03,  1.66772E-03,  1.67285E-03,  1.66523E-03,  1.64655E-03,  1.61842E-03,  1.58233E-03,  1.53968E-03,  1.49175E-03,  1.43970E-03,  1.38455E-03,  1.32721E-03,  1.26849E-03,  1.20907E-03,  1.14954E-03,  1.09040E-03,  1.03206E-03,  9.74870E-04,  9.19105E-04,  8.64983E-04,
 -5.04599E-03, -5.17924E-03, -5.31442E-03, -5.45129E-03, -5.58959E-03, -5.72899E-03, -5.86912E-03, -6.00957E-03, -6.14987E-03, -6.28948E-03, -6.42783E-03, -6.56424E-03, -6.69801E-03, -6.82833E-03, -6.95435E-03, -7.07511E-03, -7.18961E-03, -7.29677E-03, -7.39543E-03, -7.48438E-03, -7.56233E-03, -7.62795E-03, -7.67989E-03, -7.71675E-03, -7.73713E-03, -7.73962E-03, -7.72286E-03, -7.68552E-03, -7.62637E-03, -7.54426E-03, -7.43817E-03, -7.30727E-03, -7.15089E-03, -6.96859E-03, -6.76018E-03, -6.52576E-03, -6.26574E-03, -5.98083E-03, -5.67212E-03, -5.34105E-03, -4.98943E-03, -4.61946E-03, -4.23369E-03, -3.83499E-03, -3.42659E-03, -3.01195E-03, -2.59474E-03, -2.17878E-03, -1.76796E-03, -1.36611E-03, -9.76949E-04, -6.03981E-04, -2.50398E-04,  8.09985E-05,  3.87861E-04,  6.68348E-04,  9.21152E-04,  1.14551E-03,  1.34119E-03,  1.50845E-03,  1.64803E-03,  1.76105E-03,  1.84895E-03,  1.91344E-03,  1.95641E-03,  1.97989E-03,  1.98593E-03,  1.97662E-03,  1.95397E-03,  1.91993E-03,  1.87634E-03,  1.82489E-03,  1.76715E-03,  1.70452E-03,  1.63825E-03,  1.56947E-03,  1.49913E-03,  1.42808E-03,  1.35701E-03,  1.28652E-03,  1.21711E-03,  1.14919E-03,  1.08307E-03,  1.01901E-03,  9.57196E-04,
 -5.14195E-03, -5.28152E-03, -5.42334E-03, -5.56720E-03, -5.71281E-03, -5.85985E-03, -6.00795E-03, -6.15670E-03, -6.30560E-03, -6.45411E-03, -6.60162E-03, -6.74744E-03, -6.89082E-03, -7.03091E-03, -7.16679E-03, -7.29746E-03, -7.42184E-03, -7.53874E-03, -7.64692E-03, -7.74505E-03, -7.83172E-03, -7.90548E-03, -7.96480E-03, -8.00814E-03, -8.03392E-03, -8.04057E-03, -8.02653E-03, -7.99030E-03, -7.93044E-03, -7.84563E-03, -7.73467E-03, -7.59656E-03, -7.43047E-03, -7.23584E-03, -7.01238E-03, -6.76010E-03, -6.47936E-03, -6.17089E-03, -5.83583E-03, -5.47570E-03, -5.09249E-03, -4.68861E-03, -4.26688E-03, -3.83055E-03, -3.38325E-03, -2.92893E-03, -2.47180E-03, -2.01625E-03, -1.56676E-03, -1.12780E-03, -7.03669E-04, -2.98438E-04,  8.42009E-05,  4.41022E-04,  7.69353E-04,  1.06713E-03,  1.33295E-03,  1.56604E-03,  1.76630E-03,  1.93421E-03,  2.07078E-03,  2.17749E-03,  2.25619E-03,  2.30901E-03,  2.33828E-03,  2.34644E-03,  2.33596E-03,  2.30929E-03,  2.26879E-03,  2.21670E-03,  2.15511E-03,  2.08594E-03,  2.01091E-03,  1.93157E-03,  1.84927E-03,  1.76521E-03,  1.68039E-03,  1.59568E-03,  1.51180E-03,  1.42933E-03,  1.34875E-03,  1.27045E-03,  1.19471E-03,  1.12175E-03,  1.05172E-03,
 -5.23703E-03, -5.38307E-03, -5.53173E-03, -5.68277E-03, -5.83593E-03, -5.99088E-03, -6.14726E-03, -6.30463E-03, -6.46251E-03, -6.62033E-03, -6.77746E-03, -6.93318E-03, -7.08670E-03, -7.23714E-03, -7.38350E-03, -7.52474E-03, -7.65967E-03, -7.78703E-03, -7.90548E-03, -8.01354E-03, -8.10971E-03, -8.19235E-03, -8.25980E-03, -8.31032E-03, -8.34217E-03, -8.35355E-03, -8.34272E-03, -8.30796E-03, -8.24761E-03, -8.16016E-03, -8.04420E-03, -7.89851E-03, -7.72212E-03, -7.51429E-03, -7.27461E-03, -7.00298E-03, -6.69971E-03, -6.36551E-03, -6.00154E-03, -5.60945E-03, -5.19136E-03, -4.74991E-03, -4.28825E-03, -3.81001E-03, -3.31928E-03, -2.82056E-03, -2.31870E-03, -1.81875E-03, -1.32591E-03, -8.45372E-04, -3.82170E-04,  5.89600E-05,  4.73719E-04,  8.58375E-04,  1.20987E-03,  1.52588E-03,  1.80490E-03,  2.04619E-03,  2.24982E-03,  2.41653E-03,  2.54773E-03,  2.64535E-03,  2.71174E-03,  2.74955E-03,  2.76165E-03,  2.75098E-03,  2.72049E-03,  2.67307E-03,  2.61147E-03,  2.53825E-03,  2.45579E-03,  2.36623E-03,  2.27148E-03,  2.17322E-03,  2.07291E-03,  1.97178E-03,  1.87090E-03,  1.77114E-03,  1.67321E-03,  1.57767E-03,  1.48499E-03,  1.39549E-03,  1.30943E-03,  1.22698E-03,  1.14823E-03,
 -5.33087E-03, -5.48354E-03, -5.63919E-03, -5.79761E-03, -5.95853E-03, -6.12165E-03, -6.28658E-03, -6.45291E-03, -6.62013E-03, -6.78766E-03, -6.95485E-03, -7.12096E-03, -7.28515E-03, -7.44651E-03, -7.60398E-03, -7.75644E-03, -7.90263E-03, -8.04119E-03, -8.17066E-03, -8.28946E-03, -8.39590E-03, -8.48822E-03, -8.56457E-03, -8.62302E-03, -8.66161E-03, -8.67834E-03, -8.67124E-03, -8.63833E-03, -8.57775E-03, -8.48772E-03, -8.36660E-03, -8.21297E-03, -8.02563E-03, -7.80367E-03, -7.54650E-03, -7.25393E-03, -6.92615E-03, -6.56386E-03, -6.16822E-03, -5.74097E-03, -5.28438E-03, -4.80134E-03, -4.29530E-03, -3.77034E-03, -3.23107E-03, -2.68261E-03, -2.13052E-03, -1.58066E-03, -1.03907E-03, -5.11830E-04, -4.82702E-06,  4.76376E-04,  9.26746E-04,  1.34194E-03,  1.71842E-03,  2.05360E-03,  2.34584E-03,  2.59448E-03,  2.79980E-03,  2.96293E-03,  3.08578E-03,  3.17084E-03,  3.22110E-03,  3.23986E-03,  3.23062E-03,  3.19695E-03,  3.14236E-03,  3.07024E-03,  2.98378E-03,  2.88592E-03,  2.77934E-03,  2.66643E-03,  2.54926E-03,  2.42966E-03,  2.30916E-03,  2.18906E-03,  2.07044E-03,  1.95415E-03,  1.84088E-03,  1.73118E-03,  1.62543E-03,  1.52392E-03,  1.42683E-03,  1.33428E-03,  1.24631E-03,
 -5.42310E-03, -5.58250E-03, -5.74530E-03, -5.91126E-03, -6.08015E-03, -6.25166E-03, -6.42542E-03, -6.60100E-03, -6.77790E-03, -6.95552E-03, -7.13320E-03, -7.31018E-03, -7.48557E-03, -7.65841E-03, -7.82761E-03, -7.99195E-03, -8.15011E-03, -8.30061E-03, -8.44189E-03, -8.57221E-03, -8.68975E-03, -8.79257E-03, -8.87862E-03, -8.94576E-03, -8.99181E-03, -9.01453E-03, -9.01168E-03, -8.98104E-03, -8.92046E-03, -8.82790E-03, -8.70147E-03, -8.53948E-03, -8.34050E-03, -8.10339E-03, -7.82740E-03, -7.51215E-03, -7.15774E-03, -6.76480E-03, -6.33449E-03, -5.86860E-03, -5.36956E-03, -4.84046E-03, -4.28513E-03, -3.70808E-03, -3.11450E-03, -2.51022E-03, -1.90164E-03, -1.29553E-03, -6.98967E-04, -1.19067E-04,  4.37212E-04,  9.63307E-04,  1.45329E-03,  1.90205E-03,  2.30553E-03,  2.66076E-03,  2.96601E-03,  3.22072E-03,  3.42549E-03,  3.58198E-03,  3.69269E-03,  3.76089E-03,  3.79032E-03,  3.78512E-03,  3.74956E-03,  3.68794E-03,  3.60444E-03,  3.50303E-03,  3.38741E-03,  3.26093E-03,  3.12659E-03,  2.98701E-03,  2.84446E-03,  2.70087E-03,  2.55787E-03,  2.41675E-03,  2.27860E-03,  2.14425E-03,  2.01433E-03,  1.88931E-03,  1.76953E-03,  1.65519E-03,  1.54640E-03,  1.44317E-03,  1.34548E-03,
 -5.51330E-03, -5.67954E-03, -5.84959E-03, -6.02325E-03, -6.20028E-03, -6.38039E-03, -6.56321E-03, -6.74833E-03, -6.93522E-03, -7.12330E-03, -7.31187E-03, -7.50016E-03, -7.68725E-03, -7.87214E-03, -8.05366E-03, -8.23054E-03, -8.40136E-03, -8.56456E-03, -8.71841E-03, -8.86107E-03, -8.99054E-03, -9.10467E-03, -9.20123E-03, -9.27785E-03, -9.33209E-03, -9.36144E-03, -9.36338E-03, -9.33541E-03, -9.27507E-03, -9.18002E-03, -9.04807E-03, -8.87725E-03, -8.66585E-03, -8.41251E-03, -8.11621E-03, -7.77643E-03, -7.39311E-03, -6.96677E-03, -6.49855E-03, -5.99026E-03, -5.44444E-03, -4.86442E-03, -4.25435E-03, -3.61922E-03, -2.96485E-03, -2.29787E-03, -1.62561E-03, -9.55958E-04, -2.97194E-04,  3.42282E-04,  9.54216E-04,  1.53081E-03,  2.06501E-03,  2.55081E-03,  2.98343E-03,  3.35953E-03,  3.67725E-03,  3.93623E-03,  4.13750E-03,  4.28337E-03,  4.37720E-03,  4.42317E-03,  4.42604E-03,  4.39093E-03,  4.32307E-03,  4.22764E-03,  4.10962E-03,  3.97363E-03,  3.82393E-03,  3.66432E-03,  3.49812E-03,  3.32822E-03,  3.15706E-03,  2.98664E-03,  2.81864E-03,  2.65436E-03,  2.49483E-03,  2.34082E-03,  2.19290E-03,  2.05144E-03,  1.91667E-03,  1.78869E-03,  1.66752E-03,  1.55307E-03,  1.44522E-03,
 -5.60104E-03, -5.77419E-03, -5.95158E-03, -6.13305E-03, -6.31836E-03, -6.50724E-03, -6.69934E-03, -6.89422E-03, -7.09139E-03, -7.29025E-03, -7.49010E-03, -7.69013E-03, -7.88940E-03, -8.08685E-03, -8.28128E-03, -8.47134E-03, -8.65551E-03, -8.83211E-03, -8.99932E-03, -9.15511E-03, -9.29731E-03, -9.42359E-03, -9.53147E-03, -9.61834E-03, -9.68148E-03, -9.71810E-03, -9.72535E-03, -9.70042E-03, -9.64051E-03, -9.54295E-03, -9.40521E-03, -9.22501E-03, -9.00034E-03, -8.72953E-03, -8.41135E-03, -8.04503E-03, -7.63034E-03, -7.16765E-03, -6.65804E-03, -6.10331E-03, -5.50606E-03, -4.86981E-03, -4.19903E-03, -3.49919E-03, -2.77677E-03, -2.03928E-03, -1.29513E-03, -5.53503E-04,  1.75868E-04,  8.83018E-04,  1.55809E-03,  2.19175E-03,  2.77555E-03,  3.30231E-03,  3.76644E-03,  4.16411E-03,  4.49335E-03,  4.75408E-03,  4.94795E-03,  5.07814E-03,  5.14909E-03,  5.16619E-03,  5.13546E-03,  5.06325E-03,  4.95596E-03,  4.81982E-03,  4.66071E-03,  4.48403E-03,  4.29465E-03,  4.09684E-03,  3.89426E-03,  3.69004E-03,  3.48674E-03,  3.28645E-03,  3.09083E-03,  2.90113E-03,  2.71831E-03,  2.54305E-03,  2.37577E-03,  2.21673E-03,  2.06604E-03,  1.92366E-03,  1.78949E-03,  1.66331E-03,  1.54490E-03,
 -5.68586E-03, -5.86595E-03, -6.05074E-03, -6.24009E-03, -6.43379E-03, -6.63158E-03, -6.83311E-03, -7.03798E-03, -7.24567E-03, -7.45560E-03, -7.66706E-03, -7.87920E-03, -8.09109E-03, -8.30160E-03, -8.50948E-03, -8.71330E-03, -8.91147E-03, -9.10218E-03, -9.28348E-03, -9.45317E-03, -9.60891E-03, -9.74813E-03, -9.86812E-03, -9.96598E-03, -1.00387E-02, -1.00832E-02, -1.00962E-02, -1.00746E-02, -1.00153E-02, -9.91509E-03, -9.77120E-03, -9.58094E-03, -9.34199E-03, -9.05236E-03, -8.71053E-03, -8.31548E-03, -7.86677E-03, -7.36461E-03, -6.80992E-03, -6.20443E-03, -5.55079E-03, -4.85261E-03, -4.11464E-03, -3.34278E-03, -2.54422E-03, -1.72740E-03, -9.01964E-04, -7.86027E-05,  7.31203E-04,  1.51556E-03,  2.26262E-03,  2.96110E-03,  3.60080E-03,  4.17308E-03,  4.67130E-03,  5.09104E-03,  5.43029E-03,  5.68936E-03,  5.87072E-03,  5.97874E-03,  6.01928E-03,  5.99927E-03,  5.92634E-03,  5.80835E-03,  5.65313E-03,  5.46814E-03,  5.26033E-03,  5.03596E-03,  4.80056E-03,  4.55888E-03,  4.31494E-03,  4.07204E-03,  3.83285E-03,  3.59946E-03,  3.37347E-03,  3.15605E-03,  2.94802E-03,  2.74988E-03,  2.56192E-03,  2.38423E-03,  2.21673E-03,  2.05924E-03,  1.91149E-03,  1.77314E-03,  1.64381E-03,
