 -1.64701E-03, -1.66974E-03, -1.69222E-03, -1.71442E-03, -1.73628E-03, -1.75777E-03, -1.77884E-03, -1.79945E-03, -1.81954E-03, -1.83908E-03, -1.85800E-03, -1.87627E-03, -1.89383E-03, -1.91063E-03, -1.92662E-03, -1.94175E-03, -1.95596E-03, -1.96922E-03, -1.98145E-03, -1.99263E-03, -2.00270E-03, -2.01162E-03, -2.01933E-03, -2.02580E-03, -2.03099E-03, -2.03487E-03, -2.03738E-03, -2.03852E-03, -2.03824E-03, -2.03653E-03, -2.03336E-03, -2.02871E-03, -2.02259E-03, -2.01497E-03, -2.00585E-03, -1.99524E-03, -1.98315E-03, -1.96958E-03, -1.95455E-03, -1.93808E-03, -1.92020E-03, -1.90093E-03, -1.88031E-03, -1.85839E-03, -1.83519E-03, -1.81077E-03, -1.78518E-03, -1.75847E-03, -1.73070E-03, -1.70192E-03, -1.67219E-03, -1.64159E-03, -1.61017E-03, -1.57799E-03, -1.54514E-03, -1.51166E-03, -1.47764E-03, -1.44314E-03, -1.40822E-03, -1.37295E-03, -1.33741E-03, -1.30164E-03, -1.26572E-03, -1.22971E-03, -1.19366E-03, -1.15764E-03, -1.12169E-03, -1.08588E-03, -1.05025E-03, -1.01485E-03, -9.79717E-04, -9.44905E-04, -9.10449E-04, -8.76387E-04, -8.42752E-04, -8.09576E-04, -7.76888E-04, -7.44714E-04, -7.13078E-04, -6.82000E-04, -6.51500E-04, -6.21593E-04, -5.92293E-04, -5.63613E-04, -5.35562E-04, -5.08148E-04, -4.81377E-04, -4.55253E-04, -4.29778E-04, -4.04953E-04, -3.80778E-04, -3.57252E-04, -3.34370E-04, -3.12128E-04, -2.90522E-04, -2.69544E-04, -2.49189E-04, -2.29447E-04,
 -1.68617E-03, -1.71005E-03, -1.73370E-03, -1.75707E-03, -1.78011E-03, -1.80278E-03, -1.82503E-03, -1.84681E-03, -1.86807E-03, -1.88877E-03, -1.90885E-03, -1.92825E-03, -1.94693E-03, -1.96482E-03, -1.98187E-03, -1.99804E-03, -2.01326E-03, -2.02747E-03, -2.04064E-03, -2.05269E-03, -2.06359E-03, -2.07327E-03, -2.08170E-03, -2.08883E-03, -2.09461E-03, -2.09900E-03, -2.10196E-03, -2.10347E-03, -2.10348E-03, -2.10198E-03, -2.09894E-03, -2.09433E-03, -2.08816E-03, -2.08041E-03, -2.07107E-03, -2.06016E-03, -2.04766E-03, -2.03360E-03, -2.01800E-03, -2.00086E-03, -1.98223E-03, -1.96214E-03, -1.94061E-03, -1.91769E-03, -1.89343E-03, -1.86788E-03, -1.84109E-03, -1.81312E-03, -1.78402E-03, -1.75386E-03, -1.72272E-03, -1.69064E-03, -1.65771E-03, -1.62400E-03, -1.58957E-03, -1.55450E-03, -1.51887E-03, -1.48274E-03, -1.44618E-03, -1.40928E-03, -1.37209E-03, -1.33469E-03, -1.29714E-03, -1.25951E-03, -1.22187E-03, -1.18427E-03, -1.14677E-03, -1.10943E-03, -1.07230E-03, -1.03543E-03, -9.98865E-04, -9.62655E-04, -9.26838E-04, -8.91454E-04, -8.56538E-04, -8.22121E-04, -7.88235E-04, -7.54905E-04, -7.22155E-04, -6.90007E-04, -6.58479E-04, -6.27588E-04, -5.97347E-04, -5.67768E-04, -5.38860E-04, -5.10630E-04, -4.83084E-04, -4.56224E-04, -4.30052E-04, -4.04569E-04, -3.79772E-04, -3.55659E-04, -3.32226E-04, -3.09466E-04, -2.87375E-04, -2.65943E-04, -2.45164E-04, -2.25027E-04,
 -1.72638E-03, -1.75148E-03, -1.77636E-03, -1.80097E-03, -1.82525E-03, -1.84917E-03, -1.87267E-03, -1.89570E-03, -1.91821E-03, -1.94015E-03, -1.96145E-03, -1.98206E-03, -2.00193E-03, -2.02099E-03, -2.03919E-03, -2.05646E-03, -2.07276E-03, -2.08801E-03, -2.10217E-03, -2.11517E-03, -2.12696E-03, -2.13748E-03, -2.14669E-03, -2.15452E-03, -2.16094E-03, -2.16590E-03, -2.16936E-03, -2.17127E-03, -2.17161E-03, -2.17035E-03, -2.16746E-03, -2.16292E-03, -2.15671E-03, -2.14883E-03, -2.13927E-03, -2.12803E-03, -2.11512E-03, -2.10055E-03, -2.08434E-03, -2.06651E-03, -2.04709E-03, -2.02611E-03, -2.00362E-03, -1.97965E-03, -1.95427E-03, -1.92751E-03, -1.89944E-03, -1.87012E-03, -1.83962E-03, -1.80800E-03, -1.77534E-03, -1.74170E-03, -1.70717E-03, -1.67182E-03, -1.63572E-03, -1.59896E-03, -1.56161E-03, -1.52375E-03, -1.48546E-03, -1.44682E-03, -1.40790E-03, -1.36876E-03, -1.32950E-03, -1.29017E-03, -1.25084E-03, -1.21157E-03, -1.17244E-03, -1.13349E-03, -1.09478E-03, -1.05637E-03, -1.01830E-03, -9.80629E-04, -9.43389E-04, -9.06623E-04, -8.70368E-04, -8.34659E-04, -7.99524E-04, -7.64991E-04, -7.31085E-04, -6.97828E-04, -6.65236E-04, -6.33328E-04, -6.02115E-04, -5.71610E-04, -5.41820E-04, -5.12752E-04, -4.84410E-04, -4.56797E-04, -4.29913E-04, -4.03758E-04, -3.78328E-04, -3.53619E-04, -3.29627E-04, -3.06344E-04, -2.83763E-04, -2.61874E-04, -2.40669E-04, -2.20137E-04,
 -1.76767E-03, -1.79406E-03, -1.82024E-03, -1.84615E-03, -1.87176E-03, -1.89700E-03, -1.92182E-03, -1.94618E-03, -1.97001E-03, -1.99326E-03, -2.01587E-03, -2.03777E-03, -2.05891E-03, -2.07923E-03, -2.09865E-03, -2.11712E-03, -2.13457E-03, -2.15094E-03, -2.16617E-03, -2.18019E-03, -2.19295E-03, -2.20438E-03, -2.21442E-03, -2.22303E-03, -2.23015E-03, -2.23573E-03, -2.23973E-03, -2.24209E-03, -2.24280E-03, -2.24181E-03, -2.23910E-03, -2.23463E-03, -2.22841E-03, -2.22040E-03, -2.21062E-03, -2.19905E-03, -2.18571E-03, -2.17061E-03, -2.15376E-03, -2.13519E-03, -2.11493E-03, -2.09303E-03, -2.06951E-03, -2.04443E-03, -2.01784E-03, -1.98980E-03, -1.96037E-03, -1.92963E-03, -1.89763E-03, -1.86445E-03, -1.83017E-03, -1.79488E-03, -1.75864E-03, -1.72154E-03, -1.68367E-03, -1.64511E-03, -1.60594E-03, -1.56625E-03, -1.52612E-03, -1.48564E-03, -1.44487E-03, -1.40391E-03, -1.36282E-03, -1.32169E-03, -1.28058E-03, -1.23956E-03, -1.19870E-03, -1.15806E-03, -1.11770E-03, -1.07767E-03, -1.03802E-03, -9.98812E-04, -9.60082E-04, -9.21872E-04, -8.84221E-04, -8.47162E-04, -8.10728E-04, -7.74945E-04, -7.39839E-04, -7.05431E-04, -6.71739E-04, -6.38779E-04, -6.06564E-04, -5.75104E-04, -5.44407E-04, -5.14478E-04, -4.85322E-04, -4.56938E-04, -4.29328E-04, -4.02487E-04, -3.76414E-04, -3.51101E-04, -3.26543E-04, -3.02731E-04, -2.79656E-04, -2.57309E-04, -2.35677E-04, -2.14751E-04,
 -1.81007E-03, -1.83782E-03, -1.86536E-03, -1.89266E-03, -1.91966E-03, -1.94630E-03, -1.97253E-03, -1.99830E-03, -2.02354E-03, -2.04819E-03, -2.07219E-03, -2.09547E-03, -2.11797E-03, -2.13962E-03, -2.16036E-03, -2.18011E-03, -2.19880E-03, -2.21638E-03, -2.23276E-03, -2.24788E-03, -2.26168E-03, -2.27410E-03, -2.28506E-03, -2.29451E-03, -2.30239E-03, -2.30865E-03, -2.31324E-03, -2.31611E-03, -2.31723E-03, -2.31655E-03, -2.31404E-03, -2.30968E-03, -2.30344E-03, -2.29532E-03, -2.28531E-03, -2.27341E-03, -2.25962E-03, -2.24396E-03, -2.22644E-03, -2.20709E-03, -2.18595E-03, -2.16305E-03, -2.13845E-03, -2.11218E-03, -2.08432E-03, -2.05492E-03, -2.02404E-03, -1.99177E-03, -1.95818E-03, -1.92334E-03, -1.88735E-03, -1.85028E-03, -1.81223E-03, -1.77327E-03, -1.73351E-03, -1.69304E-03, -1.65194E-03, -1.61030E-03, -1.56822E-03, -1.52577E-03, -1.48306E-03, -1.44016E-03, -1.39714E-03, -1.35411E-03, -1.31112E-03, -1.26825E-03, -1.22557E-03, -1.18314E-03, -1.14104E-03, -1.09931E-03, -1.05801E-03, -1.01719E-03, -9.76897E-04, -9.37178E-04, -8.98068E-04, -8.59604E-04, -8.21817E-04, -7.84735E-04, -7.48383E-04, -7.12782E-04, -6.77951E-04, -6.43905E-04, -6.10656E-04, -5.78213E-04, -5.46584E-04, -5.15773E-04, -4.85782E-04, -4.56611E-04, -4.28259E-04, -4.00722E-04, -3.73995E-04, -3.48070E-04, -3.22940E-04, -2.98595E-04, -2.75024E-04, -2.52216E-04, -2.30158E-04, -2.08838E-04,
 -1.85359E-03, -1.88277E-03, -1.91176E-03, -1.94052E-03, -1.96899E-03, -1.99712E-03, -2.02485E-03, -2.05211E-03, -2.07885E-03, -2.10499E-03, -2.13047E-03, -2.15523E-03, -2.17918E-03, -2.20227E-03, -2.22441E-03, -2.24554E-03, -2.26557E-03, -2.28444E-03, -2.30207E-03, -2.31838E-03, -2.33331E-03, -2.34679E-03, -2.35875E-03, -2.36912E-03, -2.37783E-03, -2.38484E-03, -2.39009E-03, -2.39352E-03, -2.39508E-03, -2.39475E-03, -2.39248E-03, -2.38824E-03, -2.38202E-03, -2.37380E-03, -2.36356E-03, -2.35131E-03, -2.33705E-03, -2.32080E-03, -2.30258E-03, -2.28241E-03, -2.26034E-03, -2.23639E-03, -2.21063E-03, -2.18311E-03, -2.15388E-03, -2.12302E-03, -2.09061E-03, -2.05671E-03, -2.02142E-03, -1.98481E-03, -1.94699E-03, -1.90803E-03, -1.86804E-03, -1.82711E-03, -1.78534E-03, -1.74283E-03, -1.69967E-03, -1.65596E-03, -1.61180E-03, -1.56728E-03, -1.52250E-03, -1.47754E-03, -1.43249E-03, -1.38743E-03, -1.34246E-03, -1.29763E-03, -1.25303E-03, -1.20873E-03, -1.16479E-03, -1.12128E-03, -1.07824E-03, -1.03573E-03, -9.93811E-04, -9.52513E-04, -9.11882E-04, -8.71952E-04, -8.32757E-04, -7.94324E-04, -7.56680E-04, -7.19844E-04, -6.83835E-04, -6.48667E-04, -6.14352E-04, -5.80898E-04, -5.48312E-04, -5.16596E-04, -4.85752E-04, -4.55778E-04, -4.26671E-04, -3.98425E-04, -3.71035E-04, -3.44491E-04, -3.18783E-04, -2.93902E-04, -2.69833E-04, -2.46564E-04, -2.24082E-04, -2.02370E-04,
 -1.89827E-03, -1.92895E-03, -1.95947E-03, -1.98978E-03, -2.01981E-03, -2.04951E-03, -2.07882E-03, -2.10767E-03, -2.13600E-03, -2.16374E-03, -2.19080E-03, -2.21713E-03, -2.24264E-03, -2.26727E-03, -2.29092E-03, -2.31352E-03, -2.33499E-03, -2.35525E-03, -2.37423E-03, -2.39183E-03, -2.40799E-03, -2.42263E-03, -2.43566E-03, -2.44703E-03, -2.45666E-03, -2.46449E-03, -2.47046E-03, -2.47450E-03, -2.47658E-03, -2.47664E-03, -2.47464E-03, -2.47056E-03, -2.46437E-03, -2.45604E-03, -2.44558E-03, -2.43298E-03, -2.41824E-03, -2.40137E-03, -2.38241E-03, -2.36137E-03, -2.33830E-03, -2.31324E-03, -2.28625E-03, -2.25739E-03, -2.22671E-03, -2.19431E-03, -2.16025E-03, -2.12462E-03, -2.08751E-03, -2.04901E-03, -2.00923E-03, -1.96826E-03, -1.92620E-03, -1.88317E-03, -1.83925E-03, -1.79457E-03, -1.74922E-03, -1.70331E-03, -1.65694E-03, -1.61021E-03, -1.56323E-03, -1.51609E-03, -1.46888E-03, -1.42170E-03, -1.37462E-03, -1.32773E-03, -1.28111E-03, -1.23483E-03, -1.18896E-03, -1.14356E-03, -1.09870E-03, -1.05443E-03, -1.01080E-03, -9.67849E-04, -9.25628E-04, -8.84171E-04, -8.43511E-04, -8.03676E-04, -7.64690E-04, -7.26575E-04, -6.89348E-04, -6.53023E-04, -6.17610E-04, -5.83117E-04, -5.49549E-04, -5.16906E-04, -4.85190E-04, -4.54396E-04, -4.24521E-04, -3.95557E-04, -3.67495E-04, -3.40326E-04, -3.14037E-04, -2.88616E-04, -2.64049E-04, -2.40320E-04, -2.17415E-04, -1.95316E-04,
 -1.94412E-03, -1.97639E-03, -2.00852E-03, -2.04046E-03, -2.07215E-03, -2.10352E-03, -2.13451E-03, -2.16505E-03, -2.19507E-03, -2.22450E-03, -2.25326E-03, -2.28127E-03, -2.30845E-03, -2.33471E-03, -2.35998E-03, -2.38417E-03, -2.40720E-03, -2.42896E-03, -2.44939E-03, -2.46839E-03, -2.48588E-03, -2.50177E-03, -2.51598E-03, -2.52844E-03, -2.53907E-03, -2.54780E-03, -2.55456E-03, -2.55928E-03, -2.56192E-03, -2.56243E-03, -2.56075E-03, -2.55685E-03, -2.55071E-03, -2.54230E-03, -2.53162E-03, -2.51865E-03, -2.50341E-03, -2.48590E-03, -2.46615E-03, -2.44420E-03, -2.42008E-03, -2.39384E-03, -2.36554E-03, -2.33524E-03, -2.30302E-03, -2.26896E-03, -2.23314E-03, -2.19566E-03, -2.15661E-03, -2.11610E-03, -2.07423E-03, -2.03110E-03, -1.98684E-03, -1.94155E-03, -1.89535E-03, -1.84835E-03, -1.80067E-03, -1.75241E-03, -1.70369E-03, -1.65462E-03, -1.60531E-03, -1.55585E-03, -1.50635E-03, -1.45691E-03, -1.40761E-03, -1.35854E-03, -1.30978E-03, -1.26142E-03, -1.21352E-03, -1.16615E-03, -1.11937E-03, -1.07325E-03, -1.02782E-03, -9.83151E-04, -9.39272E-04, -8.96224E-04, -8.54039E-04, -8.12746E-04, -7.72370E-04, -7.32932E-04, -6.94446E-04, -6.56928E-04, -6.20385E-04, -5.84824E-04, -5.50248E-04, -5.16658E-04, -4.84052E-04, -4.52423E-04, -4.21767E-04, -3.92074E-04, -3.63334E-04, -3.35534E-04, -3.08661E-04, -2.82700E-04, -2.57635E-04, -2.33449E-04, -2.10124E-04, -1.87642E-04,
 -1.99117E-03, -2.02511E-03, -2.05894E-03, -2.09261E-03, -2.12605E-03, -2.15918E-03, -2.19196E-03, -2.22430E-03, -2.25612E-03, -2.28736E-03, -2.31792E-03, -2.34772E-03, -2.37669E-03, -2.40472E-03, -2.43173E-03, -2.45763E-03, -2.48232E-03, -2.50571E-03, -2.52770E-03, -2.54821E-03, -2.56714E-03, -2.58440E-03, -2.59990E-03, -2.61355E-03, -2.62527E-03, -2.63498E-03, -2.64262E-03, -2.64810E-03, -2.65137E-03, -2.65237E-03, -2.65105E-03, -2.64738E-03, -2.64132E-03, -2.63284E-03, -2.62194E-03, -2.60860E-03, -2.59283E-03, -2.57465E-03, -2.55408E-03, -2.53115E-03, -2.50591E-03, -2.47841E-03, -2.44872E-03, -2.41689E-03, -2.38303E-03, -2.34719E-03, -2.30950E-03, -2.27004E-03, -2.22891E-03, -2.18624E-03, -2.14213E-03, -2.09671E-03, -2.05009E-03, -2.00239E-03, -1.95375E-03, -1.90428E-03, -1.85410E-03, -1.80335E-03, -1.75213E-03, -1.70057E-03, -1.64877E-03, -1.59686E-03, -1.54493E-03, -1.49309E-03, -1.44144E-03, -1.39006E-03, -1.33905E-03, -1.28849E-03, -1.23845E-03, -1.18901E-03, -1.14022E-03, -1.09215E-03, -1.04486E-03, -9.98381E-04, -9.52772E-04, -9.08065E-04, -8.64295E-04, -8.21489E-04, -7.79673E-04, -7.38864E-04, -6.99080E-04, -6.60331E-04, -6.22626E-04, -5.85969E-04, -5.50362E-04, -5.15804E-04, -4.82289E-04, -4.49812E-04, -4.18364E-04, -3.87934E-04, -3.58509E-04, -3.30075E-04, -3.02616E-04, -2.76115E-04, -2.50554E-04, -2.25914E-04, -2.02175E-04, -1.79317E-04,
 -2.03943E-03, -2.07513E-03, -2.11077E-03, -2.14626E-03, -2.18154E-03, -2.21656E-03, -2.25123E-03, -2.28547E-03, -2.31922E-03, -2.35238E-03, -2.38487E-03, -2.41659E-03, -2.44747E-03, -2.47739E-03, -2.50627E-03, -2.53401E-03, -2.56049E-03, -2.58564E-03, -2.60933E-03, -2.63147E-03, -2.65197E-03, -2.67071E-03, -2.68760E-03, -2.70256E-03, -2.71547E-03, -2.72627E-03, -2.73487E-03, -2.74119E-03, -2.74516E-03, -2.74672E-03, -2.74582E-03, -2.74241E-03, -2.73646E-03, -2.72793E-03, -2.71681E-03, -2.70310E-03, -2.68679E-03, -2.66790E-03, -2.64646E-03, -2.62250E-03, -2.59607E-03, -2.56723E-03, -2.53605E-03, -2.50260E-03, -2.46696E-03, -2.42924E-03, -2.38953E-03, -2.34795E-03, -2.30460E-03, -2.25961E-03, -2.21311E-03, -2.16523E-03, -2.11608E-03, -2.06582E-03, -2.01456E-03, -1.96245E-03, -1.90962E-03, -1.85620E-03, -1.80232E-03, -1.74810E-03, -1.69367E-03, -1.63914E-03, -1.58464E-03, -1.53026E-03, -1.47612E-03, -1.42231E-03, -1.36892E-03, -1.31603E-03, -1.26374E-03, -1.21211E-03, -1.16122E-03, -1.11111E-03, -1.06186E-03, -1.01350E-03, -9.66082E-04, -9.19649E-04, -8.74230E-04, -8.29854E-04, -7.86545E-04, -7.44320E-04, -7.03195E-04, -6.63180E-04, -6.24281E-04, -5.86500E-04, -5.49838E-04, -5.14291E-04, -4.79852E-04, -4.46514E-04, -4.14263E-04, -3.83089E-04, -3.52974E-04, -3.23904E-04, -2.95859E-04, -2.68820E-04, -2.42766E-04, -2.17677E-04, -1.93531E-04, -1.70303E-04,
