  2.96774E-03,  3.08303E-03,  3.20175E-03,  3.32385E-03,  3.44924E-03,  3.57783E-03,  3.70948E-03,  3.84406E-03,  3.98137E-03,  4.12123E-03,  4.26338E-03,  4.40756E-03,  4.55346E-03,  4.70072E-03,  4.84893E-03,  4.99763E-03,  5.14628E-03,  5.29427E-03,  5.44090E-03,  5.58538E-03,  5.72682E-03,  5.86422E-03,  5.99647E-03,  6.12240E-03,  6.24072E-03,  6.35011E-03,  6.44923E-03,  6.53675E-03,  6.61141E-03,  6.67207E-03,  6.71775E-03,  6.74769E-03,  6.76138E-03,  6.75859E-03,  6.73940E-03,  6.70414E-03,  6.65345E-03,  6.58820E-03,  6.50943E-03,  6.41837E-03,  6.31630E-03,  6.20458E-03,  6.08454E-03,  5.95749E-03,  5.82466E-03,  5.68718E-03,  5.54609E-03,  5.40233E-03,  5.25671E-03,  5.10996E-03,  4.96272E-03,  4.81554E-03,  4.66891E-03,  4.52325E-03,  4.37893E-03,  4.23629E-03,  4.09561E-03,  3.95715E-03,  3.82114E-03,  3.68777E-03,  3.55723E-03,  3.42966E-03,  3.30519E-03,  3.18392E-03,  3.06595E-03,  2.95134E-03,
  3.02363E-03,  3.14429E-03,  3.26872E-03,  3.39687E-03,  3.52868E-03,  3.66404E-03,  3.80284E-03,  3.94493E-03,  4.09015E-03,  4.23830E-03,  4.38915E-03,  4.54244E-03,  4.69786E-03,  4.85506E-03,  5.01365E-03,  5.17315E-03,  5.33303E-03,  5.49267E-03,  5.65132E-03,  5.80817E-03,  5.96224E-03,  6.11245E-03,  6.25757E-03,  6.39626E-03,  6.52704E-03,  6.64837E-03,  6.75867E-03,  6.85634E-03,  6.93986E-03,  7.00785E-03,  7.05909E-03,  7.09266E-03,  7.10792E-03,  7.10459E-03,  7.08276E-03,  7.04286E-03,  6.98568E-03,  6.91229E-03,  6.82398E-03,  6.72224E-03,  6.60863E-03,  6.48476E-03,  6.35219E-03,  6.21245E-03,  6.06694E-03,  5.91692E-03,  5.76355E-03,  5.60782E-03,  5.45061E-03,  5.29267E-03,  5.13465E-03,  4.97710E-03,  4.82050E-03,  4.66527E-03,  4.51178E-03,  4.36034E-03,  4.21124E-03,  4.06472E-03,  3.92100E-03,  3.78029E-03,  3.64275E-03,  3.50852E-03,  3.37774E-03,  3.25050E-03,  3.12688E-03,  3.00694E-03,
  3.07886E-03,  3.20507E-03,  3.33541E-03,  3.46984E-03,  3.60830E-03,  3.75071E-03,  3.89695E-03,  4.04689E-03,  4.20036E-03,  4.35718E-03,  4.51714E-03,  4.67998E-03,  4.84541E-03,  5.01309E-03,  5.18265E-03,  5.35362E-03,  5.52548E-03,  5.69759E-03,  5.86922E-03,  6.03950E-03,  6.20740E-03,  6.37174E-03,  6.53115E-03,  6.68413E-03,  6.82898E-03,  6.96390E-03,  7.08701E-03,  7.19638E-03,  7.29018E-03,  7.36668E-03,  7.42442E-03,  7.46221E-03,  7.47927E-03,  7.47526E-03,  7.45028E-03,  7.40489E-03,  7.34007E-03,  7.25716E-03,  7.15776E-03,  7.04370E-03,  6.91687E-03,  6.77919E-03,  6.63253E-03,  6.47864E-03,  6.31911E-03,  6.15536E-03,  5.98865E-03,  5.82002E-03,  5.65041E-03,  5.48055E-03,  5.31111E-03,  5.14263E-03,  4.97555E-03,  4.81030E-03,  4.64720E-03,  4.48657E-03,  4.32867E-03,  4.17374E-03,  4.02200E-03,  3.87363E-03,  3.72881E-03,  3.58766E-03,  3.45032E-03,  3.31687E-03,  3.18740E-03,  3.06196E-03,
  3.13320E-03,  3.26513E-03,  3.40158E-03,  3.54251E-03,  3.68787E-03,  3.83758E-03,  3.99155E-03,  4.14964E-03,  4.31170E-03,  4.47757E-03,  4.64702E-03,  4.81984E-03,  4.99574E-03,  5.17442E-03,  5.35551E-03,  5.53859E-03,  5.72316E-03,  5.90859E-03,  6.09415E-03,  6.27895E-03,  6.46193E-03,  6.64181E-03,  6.81710E-03,  6.98609E-03,  7.14685E-03,  7.29727E-03,  7.43509E-03,  7.55802E-03,  7.66378E-03,  7.75025E-03,  7.81560E-03,  7.85834E-03,  7.87749E-03,  7.87261E-03,  7.84385E-03,  7.79190E-03,  7.71803E-03,  7.62390E-03,  7.51155E-03,  7.38320E-03,  7.24119E-03,  7.08781E-03,  6.92529E-03,  6.75563E-03,  6.58065E-03,  6.40192E-03,  6.22078E-03,  6.03835E-03,  5.85553E-03,  5.67309E-03,  5.49165E-03,  5.31171E-03,  5.13370E-03,  4.95799E-03,  4.78490E-03,  4.61470E-03,  4.44765E-03,  4.28398E-03,  4.12389E-03,  3.96757E-03,  3.81518E-03,  3.66685E-03,  3.52270E-03,  3.38284E-03,  3.24731E-03,  3.11619E-03,
  3.18640E-03,  3.32422E-03,  3.46696E-03,  3.61460E-03,  3.76710E-03,  3.92438E-03,  4.08635E-03,  4.25290E-03,  4.42387E-03,  4.59912E-03,  4.77844E-03,  4.96162E-03,  5.14842E-03,  5.33856E-03,  5.53171E-03,  5.72749E-03,  5.92544E-03,  6.12497E-03,  6.32540E-03,  6.52583E-03,  6.72518E-03,  6.92210E-03,  7.11498E-03,  7.30190E-03,  7.48066E-03,  7.64878E-03,  7.80358E-03,  7.94226E-03,  8.06203E-03,  8.16025E-03,  8.23458E-03,  8.28316E-03,  8.30474E-03,  8.29875E-03,  8.26538E-03,  8.20555E-03,  8.12086E-03,  8.01346E-03,  7.88588E-03,  7.74091E-03,  7.58141E-03,  7.41017E-03,  7.22979E-03,  7.04261E-03,  6.85068E-03,  6.65569E-03,  6.45907E-03,  6.26195E-03,  6.06522E-03,  5.86960E-03,  5.67565E-03,  5.48382E-03,  5.29448E-03,  5.10795E-03,  4.92451E-03,  4.74442E-03,  4.56790E-03,  4.39517E-03,  4.22643E-03,  4.06186E-03,  3.90162E-03,  3.74585E-03,  3.59466E-03,  3.44815E-03,  3.30637E-03,  3.16938E-03,
  3.23819E-03,  3.38205E-03,  3.53127E-03,  3.68583E-03,  3.84569E-03,  4.01078E-03,  4.18103E-03,  4.35632E-03,  4.53651E-03,  4.72145E-03,  4.91096E-03,  5.10486E-03,  5.30293E-03,  5.50492E-03,  5.71058E-03,  5.91956E-03,  6.13148E-03,  6.34584E-03,  6.56199E-03,  6.77912E-03,  6.99613E-03,  7.21164E-03,  7.42394E-03,  7.63091E-03,  7.83002E-03,  8.01841E-03,  8.19284E-03,  8.34992E-03,  8.48618E-03,  8.59830E-03,  8.68331E-03,  8.73883E-03,  8.76324E-03,  8.75581E-03,  8.71680E-03,  8.64741E-03,  8.54971E-03,  8.42645E-03,  8.28088E-03,  8.11649E-03,  7.93681E-03,  7.74522E-03,  7.54480E-03,  7.33824E-03,  7.12780E-03,  6.91532E-03,  6.70225E-03,  6.48968E-03,  6.27846E-03,  6.06920E-03,  5.86237E-03,  5.65832E-03,  5.45736E-03,  5.25972E-03,  5.06566E-03,  4.87538E-03,  4.68909E-03,  4.50701E-03,  4.32933E-03,  4.15623E-03,  3.98787E-03,  3.82440E-03,  3.66592E-03,  3.51254E-03,  3.36432E-03,  3.22129E-03,
  3.28826E-03,  3.43833E-03,  3.59420E-03,  3.75587E-03,  3.92331E-03,  4.09646E-03,  4.27524E-03,  4.45954E-03,  4.64922E-03,  4.84414E-03,  5.04414E-03,  5.24904E-03,  5.45867E-03,  5.67282E-03,  5.89130E-03,  6.11386E-03,  6.34021E-03,  6.56995E-03,  6.80258E-03,  7.03734E-03,  7.27324E-03,  7.50890E-03,  7.74253E-03,  7.97183E-03,  8.19396E-03,  8.40554E-03,  8.60276E-03,  8.78142E-03,  8.93720E-03,  9.06589E-03,  9.16370E-03,  9.22752E-03,  9.25524E-03,  9.24593E-03,  9.19992E-03,  9.11882E-03,  9.00532E-03,  8.86302E-03,  8.69607E-03,  8.50891E-03,  8.30591E-03,  8.09117E-03,  7.86832E-03,  7.64043E-03,  7.40999E-03,  7.17890E-03,  6.94857E-03,  6.72002E-03,  6.49394E-03,  6.27079E-03,  6.05088E-03,  5.83446E-03,  5.62171E-03,  5.41279E-03,  5.20789E-03,  5.00720E-03,  4.81091E-03,  4.61921E-03,  4.43232E-03,  4.25041E-03,  4.07366E-03,  3.90222E-03,  3.73622E-03,  3.57576E-03,  3.42089E-03,  3.27165E-03,
  3.33629E-03,  3.49271E-03,  3.65540E-03,  3.82438E-03,  3.99962E-03,  4.18106E-03,  4.36862E-03,  4.56218E-03,  4.76160E-03,  4.96675E-03,  5.17746E-03,  5.39358E-03,  5.61495E-03,  5.84144E-03,  6.07292E-03,  6.30925E-03,  6.55027E-03,  6.79575E-03,  7.04535E-03,  7.29850E-03,  7.55435E-03,  7.81163E-03,  8.06852E-03,  8.32257E-03,  8.57064E-03,  8.80881E-03,  9.03249E-03,  9.23656E-03,  9.41558E-03,  9.56417E-03,  9.67741E-03,  9.75124E-03,  9.78286E-03,  9.77106E-03,  9.71628E-03,  9.62068E-03,  9.48785E-03,  9.32249E-03,  9.13001E-03,  8.91606E-03,  8.68608E-03,  8.44507E-03,  8.19728E-03,  7.94616E-03,  7.69437E-03,  7.44380E-03,  7.19574E-03,  6.95099E-03,  6.71000E-03,  6.47301E-03,  6.24012E-03,  6.01138E-03,  5.78685E-03,  5.56661E-03,  5.35078E-03,  5.13951E-03,  4.93300E-03,  4.73145E-03,  4.53508E-03,  4.34409E-03,  4.15868E-03,  3.97903E-03,  3.80526E-03,  3.63748E-03,  3.47577E-03,  3.32015E-03,
  3.38195E-03,  3.54485E-03,  3.71453E-03,  3.89100E-03,  4.07424E-03,  4.26420E-03,  4.46076E-03,  4.66382E-03,  4.87321E-03,  5.08879E-03,  5.31038E-03,  5.53784E-03,  5.77103E-03,  6.00988E-03,  6.25433E-03,  6.50437E-03,  6.76002E-03,  7.02126E-03,  7.28800E-03,  7.55995E-03,  7.83652E-03,  8.11664E-03,  8.39861E-03,  8.67991E-03,  8.95708E-03,  9.22565E-03,  9.48013E-03,  9.71422E-03,  9.92106E-03,  1.00937E-02,  1.02257E-02,  1.03117E-02,  1.03479E-02,  1.03328E-02,  1.02669E-02,  1.01532E-02,  9.99642E-03,  9.80295E-03,  9.57981E-03,  9.33426E-03,  9.07312E-03,  8.80244E-03,  8.52716E-03,  8.25111E-03,  7.97699E-03,  7.70654E-03,  7.44077E-03,  7.18011E-03,  6.92466E-03,  6.67429E-03,  6.42884E-03,  6.18813E-03,  5.95206E-03,  5.72061E-03,  5.49386E-03,  5.27193E-03,  5.05504E-03,  4.84342E-03,  4.63732E-03,  4.43698E-03,  4.24265E-03,  4.05450E-03,  3.87272E-03,  3.69741E-03,  3.52865E-03,  3.36648E-03,
  3.42485E-03,  3.59436E-03,  3.77118E-03,  3.95532E-03,  4.14678E-03,  4.34546E-03,  4.55126E-03,  4.76403E-03,  4.98360E-03,  5.20977E-03,  5.44235E-03,  5.68117E-03,  5.92612E-03,  6.17714E-03,  6.43428E-03,  6.69765E-03,  6.96749E-03,  7.24405E-03,  7.52759E-03,  7.81823E-03,  8.11578E-03,  8.41956E-03,  8.72813E-03,  9.03905E-03,  9.34866E-03,  9.65187E-03,  9.94220E-03,  1.02119E-02,  1.04522E-02,  1.06541E-02,  1.08091E-02,  1.09100E-02,  1.09517E-02,  1.09320E-02,  1.08518E-02,  1.07151E-02,  1.05286E-02,  1.03006E-02,  1.00404E-02,  9.75756E-03,  9.46054E-03,  9.15664E-03,  8.85154E-03,  8.54931E-03,  8.25252E-03,  7.96256E-03,  7.67987E-03,  7.40435E-03,  7.13552E-03,  6.87282E-03,  6.61569E-03,  6.36372E-03,  6.11661E-03,  5.87426E-03,  5.63671E-03,  5.40412E-03,  5.17673E-03,  4.95483E-03,  4.73875E-03,  4.52879E-03,  4.32523E-03,  4.12832E-03,  3.93826E-03,  3.75518E-03,  3.57918E-03,  3.41029E-03,
  3.46460E-03,  3.64083E-03,  3.82493E-03,  4.01693E-03,  4.21679E-03,  4.42443E-03,  4.63969E-03,  4.86239E-03,  5.09231E-03,  5.32920E-03,  5.57280E-03,  5.82292E-03,  6.07939E-03,  6.34219E-03,  6.61140E-03,  6.88732E-03,  7.17038E-03,  7.46121E-03,  7.76051E-03,  8.06894E-03,  8.38695E-03,  8.71447E-03,  9.05058E-03,  9.39317E-03,  9.73850E-03,  1.00810E-02,  1.04129E-02,  1.07248E-02,  1.10055E-02,  1.12433E-02,  1.14267E-02,  1.15460E-02,  1.15942E-02,  1.15682E-02,  1.14695E-02,  1.13034E-02,  1.10793E-02,  1.08085E-02,  1.05036E-02,  1.01767E-02,  9.83864E-03,  9.49807E-03,  9.16137E-03,  8.83262E-03,  8.51396E-03,  8.20600E-03,  7.90836E-03,  7.62004E-03,  7.33985E-03,  7.06659E-03,  6.79927E-03,  6.53716E-03,  6.27982E-03,  6.02707E-03,  5.77899E-03,  5.53578E-03,  5.29779E-03,  5.06542E-03,  4.83908E-03,  4.61919E-03,  4.40611E-03,  4.20014E-03,  4.00152E-03,  3.81044E-03,  3.62699E-03,  3.45121E-03,
  3.50076E-03,  3.68382E-03,  3.87535E-03,  4.07537E-03,  4.28385E-03,  4.50065E-03,  4.72561E-03,  4.95846E-03,  5.19890E-03,  5.44661E-03,  5.70123E-03,  5.96245E-03,  6.23005E-03,  6.50395E-03,  6.78429E-03,  7.07144E-03,  7.36612E-03,  7.66933E-03,  7.98235E-03,  8.30660E-03,  8.64338E-03,  8.99357E-03,  9.35715E-03,  9.73267E-03,  1.01167E-02,  1.05031E-02,  1.08832E-02,  1.12452E-02,  1.15750E-02,  1.18570E-02,  1.20758E-02,  1.22179E-02,  1.22737E-02,  1.22390E-02,  1.21157E-02,  1.19117E-02,  1.16397E-02,  1.13156E-02,  1.09563E-02,  1.05777E-02,  1.01932E-02,  9.81311E-03,  9.44421E-03,  9.09020E-03,  8.75219E-03,  8.42956E-03,  8.12056E-03,  7.82299E-03,  7.53463E-03,  7.25354E-03,  6.97820E-03,  6.70758E-03,  6.44114E-03,  6.17871E-03,  5.92045E-03,  5.66672E-03,  5.41803E-03,  5.17495E-03,  4.93806E-03,  4.70790E-03,  4.48494E-03,  4.26958E-03,  4.06211E-03,  3.86276E-03,  3.67165E-03,  3.48883E-03,
  3.53286E-03,  3.72284E-03,  3.92193E-03,  4.13015E-03,  4.34745E-03,  4.57366E-03,  4.80855E-03,  5.05179E-03,  5.30295E-03,  5.56157E-03,  5.82715E-03,  6.09921E-03,  6.37738E-03,  6.66146E-03,  6.95152E-03,  7.24802E-03,  7.55187E-03,  7.86454E-03,  8.18796E-03,  8.52450E-03,  8.87668E-03,  9.24673E-03,  9.63605E-03,  1.00444E-02,  1.04691E-02,  1.09041E-02,  1.13393E-02,  1.17606E-02,  1.21499E-02,  1.24867E-02,  1.27499E-02,  1.29207E-02,  1.29855E-02,  1.29384E-02,  1.27821E-02,  1.25282E-02,  1.21947E-02,  1.18038E-02,  1.13786E-02,  1.09396E-02,  1.05037E-02,  1.00827E-02,  9.68319E-03,  9.30776E-03,  8.95569E-03,  8.62429E-03,  8.30985E-03,  8.00849E-03,  7.71670E-03,  7.43165E-03,  7.15128E-03,  6.87435E-03,  6.60028E-03,  6.32905E-03,  6.06103E-03,  5.79687E-03,  5.53734E-03,  5.28327E-03,  5.03545E-03,  4.79461E-03,  4.56137E-03,  4.33625E-03,  4.11961E-03,  3.91172E-03,  3.71273E-03,  3.52269E-03,
  3.56039E-03,  3.75736E-03,  3.96413E-03,  4.18073E-03,  4.40707E-03,  4.64295E-03,  4.88806E-03,  5.14195E-03,  5.40405E-03,  5.67370E-03,  5.95019E-03,  6.23277E-03,  6.52080E-03,  6.81385E-03,  7.11180E-03,  7.41507E-03,  7.72471E-03,  8.04257E-03,  8.37138E-03,  8.71467E-03,  9.07651E-03,  9.46106E-03,  9.87183E-03,  1.03106E-02,  1.07762E-02,  1.12633E-02,  1.17608E-02,  1.22519E-02,  1.27136E-02,  1.31185E-02,  1.34377E-02,  1.36447E-02,  1.37199E-02,  1.36548E-02,  1.34537E-02,  1.31333E-02,  1.27199E-02,  1.22451E-02,  1.17399E-02,  1.12318E-02,  1.07410E-02,  1.02805E-02,  9.85577E-03,  9.46693E-03,  9.11016E-03,  8.77960E-03,  8.46878E-03,  8.17161E-03,  7.88302E-03,  7.59923E-03,  7.31774E-03,  7.03722E-03,  6.75728E-03,  6.47825E-03,  6.20091E-03,  5.92634E-03,  5.65572E-03,  5.39024E-03,  5.13101E-03,  4.87900E-03,  4.63502E-03,  4.39970E-03,  4.17353E-03,  3.95681E-03,  3.74972E-03,  3.55232E-03,
