 -5.52908E-03, -5.58415E-03, -5.63962E-03, -5.69547E-03, -5.75167E-03, -5.80818E-03, -5.86496E-03, -5.92197E-03, -5.97918E-03, -6.03652E-03, -6.09395E-03, -6.15142E-03, -6.20885E-03, -6.26620E-03, -6.32339E-03, -6.38035E-03, -6.43700E-03, -6.49327E-03, -6.54908E-03, -6.60433E-03, -6.65893E-03, -6.71278E-03, -6.76580E-03, -6.81787E-03, -6.86889E-03, -6.91876E-03, -6.96735E-03, -7.01456E-03, -7.06028E-03, -7.10437E-03, -7.14674E-03, -7.18727E-03, -7.22583E-03, -7.26232E-03, -7.29661E-03, -7.32862E-03, -7.35821E-03, -7.38531E-03, -7.40981E-03, -7.43162E-03, -7.45066E-03, -7.46686E-03, -7.48015E-03, -7.49048E-03, -7.49779E-03, -7.50205E-03, -7.50323E-03, -7.50132E-03, -7.49632E-03, -7.48822E-03, -7.47706E-03, -7.46286E-03, -7.44565E-03, -7.42550E-03, -7.40247E-03, -7.37662E-03, -7.34803E-03, -7.31680E-03, -7.28302E-03, -7.24680E-03, -7.20825E-03, -7.16747E-03, -7.12460E-03, -7.07975E-03, -7.03305E-03, -6.98462E-03, -6.93459E-03, -6.88309E-03, -6.83025E-03, -6.77618E-03, -6.72102E-03, -6.66488E-03, -6.60788E-03, -6.55014E-03, -6.49175E-03,
 -5.59008E-03, -5.64698E-03, -5.70435E-03, -5.76215E-03, -5.82034E-03, -5.87890E-03, -5.93778E-03, -5.99695E-03, -6.05635E-03, -6.11595E-03, -6.17568E-03, -6.23549E-03, -6.29532E-03, -6.35510E-03, -6.41476E-03, -6.47424E-03, -6.53344E-03, -6.59229E-03, -6.65069E-03, -6.70857E-03, -6.76581E-03, -6.82232E-03, -6.87800E-03, -6.93273E-03, -6.98640E-03, -7.03889E-03, -7.09010E-03, -7.13988E-03, -7.18813E-03, -7.23471E-03, -7.27951E-03, -7.32239E-03, -7.36322E-03, -7.40189E-03, -7.43827E-03, -7.47225E-03, -7.50370E-03, -7.53252E-03, -7.55860E-03, -7.58184E-03, -7.60216E-03, -7.61947E-03, -7.63370E-03, -7.64478E-03, -7.65266E-03, -7.65731E-03, -7.65869E-03, -7.65678E-03, -7.65158E-03, -7.64309E-03, -7.63134E-03, -7.61636E-03, -7.59820E-03, -7.57690E-03, -7.55254E-03, -7.52520E-03, -7.49496E-03, -7.46193E-03, -7.42620E-03, -7.38790E-03, -7.34714E-03, -7.30405E-03, -7.25876E-03, -7.21140E-03, -7.16211E-03, -7.11102E-03, -7.05829E-03, -7.00403E-03, -6.94839E-03, -6.89151E-03, -6.83352E-03, -6.77454E-03, -6.71470E-03, -6.65412E-03, -6.59293E-03,
 -5.65183E-03, -5.71064E-03, -5.76997E-03, -5.82978E-03, -5.89005E-03, -5.95074E-03, -6.01180E-03, -6.07321E-03, -6.13491E-03, -6.19686E-03, -6.25899E-03, -6.32126E-03, -6.38359E-03, -6.44593E-03, -6.50820E-03, -6.57031E-03, -6.63220E-03, -6.69376E-03, -6.75492E-03, -6.81557E-03, -6.87561E-03, -6.93494E-03, -6.99344E-03, -7.05099E-03, -7.10749E-03, -7.16279E-03, -7.21678E-03, -7.26932E-03, -7.32028E-03, -7.36953E-03, -7.41692E-03, -7.46233E-03, -7.50561E-03, -7.54664E-03, -7.58527E-03, -7.62137E-03, -7.65483E-03, -7.68551E-03, -7.71331E-03, -7.73811E-03, -7.75982E-03, -7.77834E-03, -7.79359E-03, -7.80550E-03, -7.81402E-03, -7.81909E-03, -7.82068E-03, -7.81878E-03, -7.81338E-03, -7.80448E-03, -7.79211E-03, -7.77630E-03, -7.75709E-03, -7.73457E-03, -7.70878E-03, -7.67983E-03, -7.64782E-03, -7.61283E-03, -7.57501E-03, -7.53446E-03, -7.49133E-03, -7.44574E-03, -7.39785E-03, -7.34779E-03, -7.29573E-03, -7.24180E-03, -7.18615E-03, -7.12895E-03, -7.07033E-03, -7.01044E-03, -6.94942E-03, -6.88742E-03, -6.82456E-03, -6.76098E-03, -6.69680E-03,
 -5.71432E-03, -5.77510E-03, -5.83646E-03, -5.89836E-03, -5.96078E-03, -6.02368E-03, -6.08702E-03, -6.15076E-03, -6.21486E-03, -6.27926E-03, -6.34391E-03, -6.40874E-03, -6.47371E-03, -6.53872E-03, -6.60372E-03, -6.66862E-03, -6.73333E-03, -6.79777E-03, -6.86183E-03, -6.92542E-03, -6.98843E-03, -7.05074E-03, -7.11224E-03, -7.17280E-03, -7.23229E-03, -7.29059E-03, -7.34756E-03, -7.40305E-03, -7.45691E-03, -7.50902E-03, -7.55921E-03, -7.60734E-03, -7.65326E-03, -7.69683E-03, -7.73789E-03, -7.77630E-03, -7.81193E-03, -7.84463E-03, -7.87429E-03, -7.90079E-03, -7.92401E-03, -7.94385E-03, -7.96022E-03, -7.97304E-03, -7.98225E-03, -7.98780E-03, -7.98964E-03, -7.98776E-03, -7.98215E-03, -7.97281E-03, -7.95977E-03, -7.94306E-03, -7.92274E-03, -7.89889E-03, -7.87157E-03, -7.84088E-03, -7.80694E-03, -7.76986E-03, -7.72977E-03, -7.68680E-03, -7.64111E-03, -7.59283E-03, -7.54214E-03, -7.48919E-03, -7.43414E-03, -7.37715E-03, -7.31839E-03, -7.25803E-03, -7.19621E-03, -7.13311E-03, -7.06887E-03, -7.00365E-03, -6.93758E-03, -6.87080E-03, -6.80346E-03,
 -5.77753E-03, -5.84035E-03, -5.90381E-03, -5.96788E-03, -6.03253E-03, -6.09773E-03, -6.16343E-03, -6.22961E-03, -6.29620E-03, -6.36316E-03, -6.43043E-03, -6.49796E-03, -6.56567E-03, -6.63350E-03, -6.70137E-03, -6.76920E-03, -6.83689E-03, -6.90435E-03, -6.97148E-03, -7.03818E-03, -7.10433E-03, -7.16981E-03, -7.23450E-03, -7.29826E-03, -7.36096E-03, -7.42246E-03, -7.48260E-03, -7.54125E-03, -7.59824E-03, -7.65341E-03, -7.70661E-03, -7.75767E-03, -7.80644E-03, -7.85274E-03, -7.89643E-03, -7.93734E-03, -7.97532E-03, -8.01023E-03, -8.04192E-03, -8.07026E-03, -8.09513E-03, -8.11641E-03, -8.13401E-03, -8.14783E-03, -8.15781E-03, -8.16389E-03, -8.16601E-03, -8.16416E-03, -8.15833E-03, -8.14853E-03, -8.13477E-03, -8.11710E-03, -8.09558E-03, -8.07029E-03, -8.04131E-03, -8.00875E-03, -7.97273E-03, -7.93338E-03, -7.89084E-03, -7.84526E-03, -7.79680E-03, -7.74563E-03, -7.69192E-03, -7.63584E-03, -7.57758E-03, -7.51731E-03, -7.45521E-03, -7.39146E-03, -7.32622E-03, -7.25968E-03, -7.19200E-03, -7.12334E-03, -7.05385E-03, -6.98368E-03, -6.91297E-03,
 -5.84145E-03, -5.90637E-03, -5.97201E-03, -6.03832E-03, -6.10529E-03, -6.17287E-03, -6.24103E-03, -6.30973E-03, -6.37892E-03, -6.44856E-03, -6.51858E-03, -6.58892E-03, -6.65952E-03, -6.73030E-03, -6.80118E-03, -6.87209E-03, -6.94292E-03, -7.01357E-03, -7.08395E-03, -7.15394E-03, -7.22342E-03, -7.29227E-03, -7.36035E-03, -7.42752E-03, -7.49363E-03, -7.55855E-03, -7.62210E-03, -7.68412E-03, -7.74446E-03, -7.80293E-03, -7.85937E-03, -7.91359E-03, -7.96543E-03, -8.01470E-03, -8.06123E-03, -8.10485E-03, -8.14539E-03, -8.18269E-03, -8.21659E-03, -8.24694E-03, -8.27362E-03, -8.29648E-03, -8.31543E-03, -8.33035E-03, -8.34118E-03, -8.34784E-03, -8.35029E-03, -8.34849E-03, -8.34243E-03, -8.33213E-03, -8.31760E-03, -8.29890E-03, -8.27608E-03, -8.24924E-03, -8.21847E-03, -8.18388E-03, -8.14561E-03, -8.10380E-03, -8.05861E-03, -8.01020E-03, -7.95875E-03, -7.90445E-03, -7.84748E-03, -7.78804E-03, -7.72632E-03, -7.66251E-03, -7.59682E-03, -7.52943E-03, -7.46053E-03, -7.39032E-03, -7.31895E-03, -7.24662E-03, -7.17348E-03, -7.09970E-03, -7.02542E-03,
 -5.90604E-03, -5.97315E-03, -6.04103E-03, -6.10966E-03, -6.17903E-03, -6.24909E-03, -6.31980E-03, -6.39113E-03, -6.46303E-03, -6.53546E-03, -6.60834E-03, -6.68163E-03, -6.75525E-03, -6.82913E-03, -6.90318E-03, -6.97733E-03, -7.05146E-03, -7.12549E-03, -7.19930E-03, -7.27278E-03, -7.34579E-03, -7.41821E-03, -7.48989E-03, -7.56070E-03, -7.63046E-03, -7.69902E-03, -7.76622E-03, -7.83187E-03, -7.89580E-03, -7.95782E-03, -8.01774E-03, -8.07538E-03, -8.13054E-03, -8.18302E-03, -8.23264E-03, -8.27920E-03, -8.32252E-03, -8.36243E-03, -8.39874E-03, -8.43129E-03, -8.45994E-03, -8.48454E-03, -8.50496E-03, -8.52111E-03, -8.53288E-03, -8.54019E-03, -8.54300E-03, -8.54127E-03, -8.53499E-03, -8.52415E-03, -8.50880E-03, -8.48898E-03, -8.46477E-03, -8.43624E-03, -8.40352E-03, -8.36673E-03, -8.32602E-03, -8.28155E-03, -8.23348E-03, -8.18202E-03, -8.12734E-03, -8.06965E-03, -8.00916E-03, -7.94608E-03, -7.88063E-03, -7.81302E-03, -7.74346E-03, -7.67216E-03, -7.59933E-03, -7.52517E-03, -7.44988E-03, -7.37363E-03, -7.29660E-03, -7.21897E-03, -7.14090E-03,
 -5.97129E-03, -6.04064E-03, -6.11085E-03, -6.18189E-03, -6.25374E-03, -6.32636E-03, -6.39973E-03, -6.47380E-03, -6.54852E-03, -6.62385E-03, -6.69973E-03, -6.77610E-03, -6.85289E-03, -6.93001E-03, -7.00740E-03, -7.08495E-03, -7.16258E-03, -7.24016E-03, -7.31760E-03, -7.39476E-03, -7.47152E-03, -7.54774E-03, -7.62326E-03, -7.69793E-03, -7.77159E-03, -7.84406E-03, -7.91516E-03, -7.98470E-03, -8.05249E-03, -8.11833E-03, -8.18202E-03, -8.24334E-03, -8.30209E-03, -8.35805E-03, -8.41102E-03, -8.46078E-03, -8.50713E-03, -8.54988E-03, -8.58882E-03, -8.62379E-03, -8.65460E-03, -8.68111E-03, -8.70317E-03, -8.72066E-03, -8.73347E-03, -8.74152E-03, -8.74474E-03, -8.74310E-03, -8.73658E-03, -8.72519E-03, -8.70895E-03, -8.68793E-03, -8.66219E-03, -8.63185E-03, -8.59701E-03, -8.55784E-03, -8.51448E-03, -8.46711E-03, -8.41593E-03, -8.36113E-03, -8.30295E-03, -8.24159E-03, -8.17729E-03, -8.11029E-03, -8.04081E-03, -7.96909E-03, -7.89537E-03, -7.81987E-03, -7.74282E-03, -7.66443E-03, -7.58492E-03, -7.50448E-03, -7.42331E-03, -7.34159E-03, -7.25948E-03,
 -6.03717E-03, -6.10884E-03, -6.18144E-03, -6.25497E-03, -6.32939E-03, -6.40468E-03, -6.48080E-03, -6.55771E-03, -6.63538E-03, -6.71374E-03, -6.79275E-03, -6.87233E-03, -6.95243E-03, -7.03297E-03, -7.11385E-03, -7.19499E-03, -7.27629E-03, -7.35763E-03, -7.43890E-03, -7.51997E-03, -7.60071E-03, -7.68096E-03, -7.76056E-03, -7.83936E-03, -7.91718E-03, -7.99382E-03, -8.06911E-03, -8.14283E-03, -8.21478E-03, -8.28473E-03, -8.35248E-03, -8.41779E-03, -8.48042E-03, -8.54016E-03, -8.59677E-03, -8.65002E-03, -8.69968E-03, -8.74553E-03, -8.78736E-03, -8.82496E-03, -8.85816E-03, -8.88677E-03, -8.91063E-03, -8.92960E-03, -8.94357E-03, -8.95244E-03, -8.95614E-03, -8.95462E-03, -8.94787E-03, -8.93587E-03, -8.91868E-03, -8.89636E-03, -8.86897E-03, -8.83665E-03, -8.79952E-03, -8.75775E-03, -8.71150E-03, -8.66099E-03, -8.60642E-03, -8.54801E-03, -8.48602E-03, -8.42068E-03, -8.35226E-03, -8.28100E-03, -8.20716E-03, -8.13101E-03, -8.05280E-03, -7.97278E-03, -7.89119E-03, -7.80827E-03, -7.72424E-03, -7.63933E-03, -7.55373E-03, -7.46764E-03, -7.38124E-03,
 -6.10364E-03, -6.17769E-03, -6.25278E-03, -6.32887E-03, -6.40596E-03, -6.48400E-03, -6.56298E-03, -6.64285E-03, -6.72358E-03, -6.80510E-03, -6.88737E-03, -6.97032E-03, -7.05389E-03, -7.13800E-03, -7.22256E-03, -7.30747E-03, -7.39264E-03, -7.47795E-03, -7.56327E-03, -7.64848E-03, -7.73343E-03, -7.81797E-03, -7.90192E-03, -7.98512E-03, -8.06738E-03, -8.14850E-03, -8.22827E-03, -8.30648E-03, -8.38290E-03, -8.45730E-03, -8.52943E-03, -8.59905E-03, -8.66591E-03, -8.72975E-03, -8.79032E-03, -8.84737E-03, -8.90064E-03, -8.94989E-03, -8.99488E-03, -9.03539E-03, -9.07120E-03, -9.10213E-03, -9.12798E-03, -9.14861E-03, -9.16387E-03, -9.17366E-03, -9.17790E-03, -9.17654E-03, -9.16954E-03, -9.15691E-03, -9.13870E-03, -9.11496E-03, -9.08579E-03, -9.05131E-03, -9.01169E-03, -8.96708E-03, -8.91769E-03, -8.86375E-03, -8.80549E-03, -8.74315E-03, -8.67702E-03, -8.60736E-03, -8.53445E-03, -8.45858E-03, -8.38003E-03, -8.29909E-03, -8.21603E-03, -8.13113E-03, -8.04466E-03, -7.95687E-03, -7.86800E-03, -7.77830E-03, -7.68796E-03, -7.59722E-03, -7.50625E-03,
