 -1.19765E-02, -1.20345E-02, -1.20915E-02, -1.21474E-02, -1.22023E-02, -1.22560E-02, -1.23084E-02, -1.23597E-02, -1.24095E-02, -1.24580E-02, -1.25051E-02, -1.25507E-02, -1.25947E-02, -1.26371E-02, -1.26779E-02, -1.27169E-02, -1.27542E-02, -1.27897E-02, -1.28234E-02, -1.28551E-02, -1.28849E-02, -1.29128E-02, -1.29386E-02, -1.29624E-02, -1.29841E-02, -1.30037E-02, -1.30211E-02, -1.30364E-02, -1.30496E-02, -1.30605E-02, -1.30692E-02, -1.30757E-02, -1.30799E-02, -1.30820E-02, -1.30817E-02, -1.30793E-02, -1.30746E-02, -1.30677E-02, -1.30585E-02, -1.30472E-02, -1.30337E-02, -1.30180E-02, -1.30002E-02, -1.29803E-02, -1.29583E-02, -1.29342E-02, -1.29081E-02, -1.28801E-02, -1.28501E-02, -1.28181E-02, -1.27844E-02, -1.27488E-02, -1.27114E-02, -1.26723E-02, -1.26315E-02, -1.25891E-02, -1.25451E-02, -1.24996E-02, -1.24527E-02, -1.24043E-02, -1.23546E-02, -1.23036E-02, -1.22513E-02, -1.21978E-02, -1.21432E-02, -1.20875E-02, -1.20308E-02, -1.19731E-02, -1.19146E-02, -1.18551E-02,
 -1.21108E-02, -1.21707E-02, -1.22297E-02, -1.22875E-02, -1.23443E-02, -1.23999E-02, -1.24542E-02, -1.25072E-02, -1.25589E-02, -1.26091E-02, -1.26579E-02, -1.27051E-02, -1.27508E-02, -1.27947E-02, -1.28370E-02, -1.28775E-02, -1.29162E-02, -1.29530E-02, -1.29880E-02, -1.30209E-02, -1.30519E-02, -1.30808E-02, -1.31076E-02, -1.31323E-02, -1.31548E-02, -1.31752E-02, -1.31933E-02, -1.32092E-02, -1.32228E-02, -1.32341E-02, -1.32432E-02, -1.32499E-02, -1.32543E-02, -1.32564E-02, -1.32561E-02, -1.32536E-02, -1.32487E-02, -1.32415E-02, -1.32320E-02, -1.32202E-02, -1.32062E-02, -1.31899E-02, -1.31714E-02, -1.31506E-02, -1.31278E-02, -1.31028E-02, -1.30757E-02, -1.30465E-02, -1.30154E-02, -1.29822E-02, -1.29472E-02, -1.29102E-02, -1.28714E-02, -1.28309E-02, -1.27886E-02, -1.27446E-02, -1.26990E-02, -1.26519E-02, -1.26032E-02, -1.25531E-02, -1.25016E-02, -1.24488E-02, -1.23947E-02, -1.23394E-02, -1.22829E-02, -1.22253E-02, -1.21667E-02, -1.21070E-02, -1.20465E-02, -1.19851E-02,
 -1.22479E-02, -1.23098E-02, -1.23708E-02, -1.24307E-02, -1.24894E-02, -1.25469E-02, -1.26032E-02, -1.26581E-02, -1.27117E-02, -1.27637E-02, -1.28143E-02, -1.28633E-02, -1.29106E-02, -1.29562E-02, -1.30001E-02, -1.30421E-02, -1.30822E-02, -1.31205E-02, -1.31567E-02, -1.31909E-02, -1.32231E-02, -1.32531E-02, -1.32809E-02, -1.33066E-02, -1.33300E-02, -1.33511E-02, -1.33700E-02, -1.33865E-02, -1.34006E-02, -1.34124E-02, -1.34218E-02, -1.34287E-02, -1.34333E-02, -1.34355E-02, -1.34352E-02, -1.34325E-02, -1.34274E-02, -1.34199E-02, -1.34100E-02, -1.33978E-02, -1.33832E-02, -1.33662E-02, -1.33470E-02, -1.33254E-02, -1.33016E-02, -1.32757E-02, -1.32475E-02, -1.32172E-02, -1.31848E-02, -1.31504E-02, -1.31140E-02, -1.30756E-02, -1.30354E-02, -1.29933E-02, -1.29494E-02, -1.29038E-02, -1.28566E-02, -1.28077E-02, -1.27572E-02, -1.27053E-02, -1.26520E-02, -1.25972E-02, -1.25412E-02, -1.24840E-02, -1.24255E-02, -1.23659E-02, -1.23053E-02, -1.22437E-02, -1.21811E-02, -1.21176E-02,
 -1.23877E-02, -1.24518E-02, -1.25149E-02, -1.25769E-02, -1.26377E-02, -1.26973E-02, -1.27556E-02, -1.28125E-02, -1.28680E-02, -1.29219E-02, -1.29744E-02, -1.30252E-02, -1.30743E-02, -1.31216E-02, -1.31671E-02, -1.32107E-02, -1.32524E-02, -1.32921E-02, -1.33298E-02, -1.33653E-02, -1.33987E-02, -1.34299E-02, -1.34588E-02, -1.34855E-02, -1.35098E-02, -1.35318E-02, -1.35513E-02, -1.35685E-02, -1.35832E-02, -1.35954E-02, -1.36052E-02, -1.36124E-02, -1.36171E-02, -1.36194E-02, -1.36191E-02, -1.36163E-02, -1.36110E-02, -1.36031E-02, -1.35928E-02, -1.35801E-02, -1.35649E-02, -1.35472E-02, -1.35272E-02, -1.35048E-02, -1.34801E-02, -1.34530E-02, -1.34238E-02, -1.33923E-02, -1.33586E-02, -1.33229E-02, -1.32850E-02, -1.32452E-02, -1.32034E-02, -1.31597E-02, -1.31142E-02, -1.30668E-02, -1.30178E-02, -1.29671E-02, -1.29148E-02, -1.28610E-02, -1.28057E-02, -1.27490E-02, -1.26910E-02, -1.26317E-02, -1.25712E-02, -1.25095E-02, -1.24468E-02, -1.23831E-02, -1.23184E-02, -1.22528E-02,
 -1.25305E-02, -1.25968E-02, -1.26621E-02, -1.27263E-02, -1.27892E-02, -1.28510E-02, -1.29114E-02, -1.29704E-02, -1.30279E-02, -1.30839E-02, -1.31383E-02, -1.31910E-02, -1.32419E-02, -1.32911E-02, -1.33383E-02, -1.33837E-02, -1.34270E-02, -1.34682E-02, -1.35073E-02, -1.35443E-02, -1.35790E-02, -1.36114E-02, -1.36415E-02, -1.36692E-02, -1.36944E-02, -1.37173E-02, -1.37376E-02, -1.37554E-02, -1.37707E-02, -1.37834E-02, -1.37936E-02, -1.38011E-02, -1.38060E-02, -1.38083E-02, -1.38080E-02, -1.38050E-02, -1.37995E-02, -1.37913E-02, -1.37806E-02, -1.37673E-02, -1.37515E-02, -1.37331E-02, -1.37122E-02, -1.36889E-02, -1.36632E-02, -1.36351E-02, -1.36046E-02, -1.35719E-02, -1.35369E-02, -1.34997E-02, -1.34604E-02, -1.34190E-02, -1.33756E-02, -1.33302E-02, -1.32829E-02, -1.32338E-02, -1.31829E-02, -1.31303E-02, -1.30761E-02, -1.30203E-02, -1.29629E-02, -1.29042E-02, -1.28441E-02, -1.27826E-02, -1.27200E-02, -1.26562E-02, -1.25913E-02, -1.25253E-02, -1.24584E-02, -1.23906E-02,
 -1.26762E-02, -1.27449E-02, -1.28125E-02, -1.28789E-02, -1.29442E-02, -1.30081E-02, -1.30708E-02, -1.31319E-02, -1.31916E-02, -1.32497E-02, -1.33061E-02, -1.33609E-02, -1.34138E-02, -1.34648E-02, -1.35139E-02, -1.35610E-02, -1.36060E-02, -1.36488E-02, -1.36895E-02, -1.37279E-02, -1.37640E-02, -1.37977E-02, -1.38290E-02, -1.38578E-02, -1.38841E-02, -1.39078E-02, -1.39290E-02, -1.39475E-02, -1.39634E-02, -1.39766E-02, -1.39872E-02, -1.39950E-02, -1.40001E-02, -1.40025E-02, -1.40021E-02, -1.39990E-02, -1.39932E-02, -1.39847E-02, -1.39735E-02, -1.39597E-02, -1.39432E-02, -1.39240E-02, -1.39023E-02, -1.38780E-02, -1.38512E-02, -1.38220E-02, -1.37903E-02, -1.37562E-02, -1.37198E-02, -1.36812E-02, -1.36403E-02, -1.35973E-02, -1.35521E-02, -1.35050E-02, -1.34559E-02, -1.34049E-02, -1.33520E-02, -1.32974E-02, -1.32411E-02, -1.31832E-02, -1.31238E-02, -1.30629E-02, -1.30006E-02, -1.29369E-02, -1.28720E-02, -1.28059E-02, -1.27388E-02, -1.26705E-02, -1.26013E-02, -1.25312E-02,
 -1.28250E-02, -1.28961E-02, -1.29661E-02, -1.30349E-02, -1.31026E-02, -1.31689E-02, -1.32338E-02, -1.32973E-02, -1.33592E-02, -1.34195E-02, -1.34781E-02, -1.35349E-02, -1.35899E-02, -1.36429E-02, -1.36939E-02, -1.37429E-02, -1.37896E-02, -1.38342E-02, -1.38765E-02, -1.39164E-02, -1.39540E-02, -1.39890E-02, -1.40216E-02, -1.40516E-02, -1.40789E-02, -1.41037E-02, -1.41257E-02, -1.41450E-02, -1.41615E-02, -1.41752E-02, -1.41862E-02, -1.41943E-02, -1.41996E-02, -1.42020E-02, -1.42017E-02, -1.41984E-02, -1.41924E-02, -1.41835E-02, -1.41718E-02, -1.41574E-02, -1.41402E-02, -1.41202E-02, -1.40976E-02, -1.40723E-02, -1.40444E-02, -1.40139E-02, -1.39809E-02, -1.39455E-02, -1.39076E-02, -1.38674E-02, -1.38248E-02, -1.37801E-02, -1.37332E-02, -1.36842E-02, -1.36331E-02, -1.35801E-02, -1.35252E-02, -1.34685E-02, -1.34101E-02, -1.33500E-02, -1.32884E-02, -1.32252E-02, -1.31606E-02, -1.30946E-02, -1.30274E-02, -1.29589E-02, -1.28894E-02, -1.28187E-02, -1.27471E-02, -1.26746E-02,
 -1.29769E-02, -1.30505E-02, -1.31230E-02, -1.31944E-02, -1.32645E-02, -1.33333E-02, -1.34007E-02, -1.34665E-02, -1.35308E-02, -1.35934E-02, -1.36543E-02, -1.37133E-02, -1.37704E-02, -1.38255E-02, -1.38786E-02, -1.39295E-02, -1.39781E-02, -1.40245E-02, -1.40685E-02, -1.41101E-02, -1.41491E-02, -1.41856E-02, -1.42195E-02, -1.42507E-02, -1.42792E-02, -1.43050E-02, -1.43279E-02, -1.43480E-02, -1.43652E-02, -1.43795E-02, -1.43908E-02, -1.43993E-02, -1.44048E-02, -1.44073E-02, -1.44069E-02, -1.44035E-02, -1.43972E-02, -1.43879E-02, -1.43757E-02, -1.43606E-02, -1.43427E-02, -1.43219E-02, -1.42983E-02, -1.42719E-02, -1.42428E-02, -1.42111E-02, -1.41767E-02, -1.41398E-02, -1.41004E-02, -1.40585E-02, -1.40142E-02, -1.39677E-02, -1.39189E-02, -1.38679E-02, -1.38148E-02, -1.37598E-02, -1.37027E-02, -1.36438E-02, -1.35832E-02, -1.35208E-02, -1.34568E-02, -1.33912E-02, -1.33242E-02, -1.32558E-02, -1.31861E-02, -1.31152E-02, -1.30432E-02, -1.29700E-02, -1.28959E-02, -1.28209E-02,
 -1.31320E-02, -1.32083E-02, -1.32835E-02, -1.33575E-02, -1.34302E-02, -1.35015E-02, -1.35715E-02, -1.36398E-02, -1.37066E-02, -1.37716E-02, -1.38349E-02, -1.38962E-02, -1.39556E-02, -1.40129E-02, -1.40681E-02, -1.41210E-02, -1.41717E-02, -1.42199E-02, -1.42657E-02, -1.43090E-02, -1.43497E-02, -1.43877E-02, -1.44230E-02, -1.44555E-02, -1.44852E-02, -1.45119E-02, -1.45358E-02, -1.45567E-02, -1.45746E-02, -1.45895E-02, -1.46014E-02, -1.46102E-02, -1.46159E-02, -1.46185E-02, -1.46180E-02, -1.46145E-02, -1.46078E-02, -1.45981E-02, -1.45854E-02, -1.45697E-02, -1.45509E-02, -1.45292E-02, -1.45046E-02, -1.44771E-02, -1.44468E-02, -1.44137E-02, -1.43779E-02, -1.43394E-02, -1.42984E-02, -1.42547E-02, -1.42087E-02, -1.41602E-02, -1.41094E-02, -1.40564E-02, -1.40012E-02, -1.39439E-02, -1.38846E-02, -1.38235E-02, -1.37604E-02, -1.36956E-02, -1.36292E-02, -1.35612E-02, -1.34916E-02, -1.34207E-02, -1.33484E-02, -1.32749E-02, -1.32003E-02, -1.31245E-02, -1.30478E-02, -1.29701E-02,
 -1.32904E-02, -1.33695E-02, -1.34474E-02, -1.35242E-02, -1.35996E-02, -1.36737E-02, -1.37463E-02, -1.38173E-02, -1.38867E-02, -1.39542E-02, -1.40200E-02, -1.40838E-02, -1.41455E-02, -1.42052E-02, -1.42626E-02, -1.43177E-02, -1.43704E-02, -1.44207E-02, -1.44684E-02, -1.45134E-02, -1.45558E-02, -1.45954E-02, -1.46322E-02, -1.46660E-02, -1.46970E-02, -1.47249E-02, -1.47498E-02, -1.47715E-02, -1.47902E-02, -1.48057E-02, -1.48181E-02, -1.48272E-02, -1.48331E-02, -1.48358E-02, -1.48353E-02, -1.48316E-02, -1.48246E-02, -1.48145E-02, -1.48012E-02, -1.47847E-02, -1.47652E-02, -1.47425E-02, -1.47168E-02, -1.46881E-02, -1.46565E-02, -1.46220E-02, -1.45847E-02, -1.45446E-02, -1.45018E-02, -1.44563E-02, -1.44083E-02, -1.43579E-02, -1.43050E-02, -1.42498E-02, -1.41924E-02, -1.41328E-02, -1.40711E-02, -1.40075E-02, -1.39420E-02, -1.38747E-02, -1.38057E-02, -1.37351E-02, -1.36629E-02, -1.35893E-02, -1.35143E-02, -1.34381E-02, -1.33607E-02, -1.32823E-02, -1.32028E-02, -1.31224E-02,
