Qtot-6.938893903907228e-17
# RMSE: 1.2319169294939998, Max. Err: 2.7887033396984617 kcal/mol Qa(l,m) [a = atom index]
2
Q1(0,0)     0.3956669333575383
Q2(0,0)     1.4210004833402474
Q3(0,0)     -0.06224170895812066
Q4(0,0)     0.2724611125678495
Q5(0,0)     -0.29235412257153653
Q6(0,0)     -0.19084094379173167
Q7(0,0)     -0.17367772451606844
Q8(0,0)     -1.1202403662946225
Q9(0,0)     -0.5801822531268194
Q10(0,0)     0.4074026225454044
Q11(0,0)     -0.18881941292519022
Q12(0,0)     0.11182538037304994
Q1(1,-1)     -0.33538695350497055
Q1(1,0)     -0.14414058393017798
Q1(1,1)     0.20673514727751888
Q2(1,-1)     -0.5882525457436488
Q2(1,0)     0.0017964233097275406
Q2(1,1)     -0.6403285687152449
Q3(1,-1)     0.05461472024428011
Q3(1,0)     0.12697915106716423
Q3(1,1)     0.09713026453455803
Q4(1,-1)     -0.04614032648688579
Q4(1,0)     -3.946701425755483e-06
Q4(1,1)     -0.009909417269810913
Q5(1,-1)     -0.3053636060018616
Q5(1,0)     0.016311201338208597
Q5(1,1)     -0.040203933378014936
Q6(1,-1)     0.1556362597469641
Q6(1,0)     0.18178222537484404
Q6(1,1)     -0.020864634753823955
Q7(1,-1)     0.14936795439989461
Q7(1,0)     -0.17286325895968005
Q7(1,1)     -0.017675336264033448
Q8(1,-1)     -0.3723183026967075
Q8(1,0)     -0.005564041239924766
Q8(1,1)     -0.965103222821136
Q9(1,-1)     -0.12800021101641612
Q9(1,0)     0.001034971084927061
Q9(1,1)     -0.015878568230642653
Q10(1,-1)     0.4007845449597923
Q10(1,0)     0.023982652594006587
Q10(1,1)     0.3408313667346392
Q11(1,-1)     0.08680375337762337
Q11(1,0)     -0.20578893303293141
Q11(1,1)     0.15635701898235083
Q12(1,-1)     -0.029267410759859502
Q12(1,0)     -6.507215810047651e-05
Q12(1,1)     0.032364450102981335
Q1(2,-2)     -0.09006595656921648
Q1(2,-1)     -0.04413920344472603
Q1(2,0)     -0.09788256725295083
Q1(2,1)     -0.1080149885273728
Q1(2,2)     -0.2662002144532589
Q2(2,-2)     1.0066912245750799
Q2(2,-1)     -0.0051738982475891815
Q2(2,0)     -0.9544953985823293
Q2(2,1)     -0.008146906241455677
Q2(2,2)     1.522045125627316
Q3(2,-2)     -0.0014710539285921753
Q3(2,-1)     0.002361507628632409
Q3(2,0)     0.0048029607067371916
Q3(2,1)     -0.008033210041715144
Q3(2,2)     -0.006652443405930797
Q4(2,-2)     -0.012970554168802863
Q4(2,-1)     9.535917428915575e-06
Q4(2,0)     -0.04952820129885471
Q4(2,1)     0.00045649295587398
Q4(2,2)     0.010776500823498791
Q5(2,-2)     -0.02561099019084906
Q5(2,-1)     0.011411324288787168
Q5(2,0)     0.017471743197323863
Q5(2,1)     0.0033848948395912987
Q5(2,2)     0.07298273933169062
Q6(2,-2)     -0.0032223833484279207
Q6(2,-1)     -0.04108923820374333
Q6(2,0)     -0.009104024121191268
Q6(2,1)     -0.005214786926340281
Q6(2,2)     0.02439145915379845
Q7(2,-2)     -0.0031845247728670423
Q7(2,-1)     0.037500478659579006
Q7(2,0)     -0.006770101719079585
Q7(2,1)     0.005480654410373445
Q7(2,2)     0.0231627405959543
Q8(2,-2)     -1.0222990902979814
Q8(2,-1)     -0.009366214074794162
Q8(2,0)     -0.9898782694616008
Q8(2,1)     0.0041884594068414376
Q8(2,2)     0.7574096518269307
Q9(2,-2)     -0.047326795577291865
Q9(2,-1)     -0.0007843956588695633
Q9(2,0)     0.12617367008720248
Q9(2,1)     0.00204108395440393
Q9(2,2)     -0.6207421601509711
Q10(2,-2)     -0.4234722888983392
Q10(2,-1)     0.02073091751122317
Q10(2,0)     -0.0029970815099583797
Q10(2,1)     0.003805494359558882
Q10(2,2)     0.7009725934241634
Q11(2,-2)     -0.014798954364634187
Q11(2,-1)     0.025291521939079797
Q11(2,0)     0.0012570702891505706
Q11(2,1)     0.05416905534461325
Q11(2,2)     -0.01387991031316066
Q12(2,-2)     0.061780560743741594
Q12(2,-1)     0.0005458521197548721
Q12(2,0)     -0.04196601422936
Q12(2,1)     0.000284320979318603
Q12(2,2)     0.039565052215736314
