NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.06816E-03,  5.20030E-03,  5.32875E-03,  5.45267E-03,  5.57119E-03,  5.68345E-03,  5.78857E-03,  5.88572E-03,  5.97408E-03,  6.05287E-03,  6.12140E-03,  6.17901E-03,  6.22518E-03,  6.25945E-03,  6.28148E-03,  6.29107E-03,  6.28811E-03,  6.27263E-03,  6.24480E-03,  6.20487E-03,  6.15325E-03,  6.09041E-03,  6.01697E-03,  5.93357E-03,  5.84097E-03,  5.73995E-03,  5.63136E-03,  5.51604E-03,  5.39487E-03,  5.26871E-03,  5.13842E-03,  5.00481E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.96035E-03,  5.11437E-03,  5.26718E-03,  5.41794E-03,  5.56577E-03,  5.70975E-03,  5.84891E-03,  5.98224E-03,  6.10873E-03,  6.22738E-03,  6.33719E-03,  6.43719E-03,  6.52647E-03,  6.60419E-03,  6.66961E-03,  6.72206E-03,  6.76101E-03,  6.78607E-03,  6.79698E-03,  6.79361E-03,  6.77601E-03,  6.74436E-03,  6.69898E-03,  6.64035E-03,  6.56904E-03,  6.48577E-03,  6.39132E-03,  6.28659E-03,  6.17249E-03,  6.05001E-03,  5.92017E-03,  5.78397E-03,  5.64242E-03,  5.49650E-03,  5.34717E-03,  5.19534E-03,  5.04186E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.11647E-03,  5.28813E-03,  5.45967E-03,  5.63024E-03,  5.79890E-03,  5.96463E-03,  6.12637E-03,  6.28300E-03,  6.43337E-03,  6.57628E-03,  6.71055E-03,  6.83501E-03,  6.94852E-03,  7.04999E-03,  7.13843E-03,  7.21293E-03,  7.27272E-03,  7.31715E-03,  7.34574E-03,  7.35818E-03,  7.35434E-03,  7.33426E-03,  7.29815E-03,  7.24641E-03,  7.17960E-03,  7.09842E-03,  7.00372E-03,  6.89644E-03,  6.77763E-03,  6.64840E-03,  6.50991E-03,  6.36334E-03,  6.20987E-03,  6.05069E-03,  5.88693E-03,  5.71969E-03,  5.55001E-03,  5.37887E-03,  5.20717E-03,  5.03573E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.07436E-03,  5.26224E-03,  5.45210E-03,  5.64317E-03,  5.83456E-03,  6.02530E-03,  6.21435E-03,  6.40055E-03,  6.58266E-03,  6.75940E-03,  6.92940E-03,  7.09130E-03,  7.24369E-03,  7.38517E-03,  7.51441E-03,  7.63010E-03,  7.73106E-03,  7.81619E-03,  7.88456E-03,  7.93541E-03,  7.96815E-03,  7.98241E-03,  7.97801E-03,  7.95500E-03,  7.91367E-03,  7.85447E-03,  7.77809E-03,  7.68537E-03,  7.57732E-03,  7.45509E-03,  7.31991E-03,  7.17312E-03,  7.01608E-03,  6.85018E-03,  6.67683E-03,  6.49739E-03,  6.31320E-03,  6.12551E-03,  5.93552E-03,  5.74435E-03,  5.55300E-03,  5.36240E-03,  5.17338E-03,  4.98667E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.98984E-03,  5.19065E-03,  5.39557E-03,  5.60395E-03,  5.81507E-03,  6.02806E-03,  6.24196E-03,  6.45569E-03,  6.66803E-03,  6.87767E-03,  7.08320E-03,  7.28312E-03,  7.47585E-03,  7.65977E-03,  7.83322E-03,  7.99456E-03,  8.14218E-03,  8.27453E-03,  8.39017E-03,  8.48780E-03,  8.56629E-03,  8.62470E-03,  8.66233E-03,  8.67871E-03,  8.67365E-03,  8.64721E-03,  8.59971E-03,  8.53174E-03,  8.44410E-03,  8.33782E-03,  8.21413E-03,  8.07440E-03,  7.92011E-03,  7.75286E-03,  7.57427E-03,  7.38599E-03,  7.18967E-03,  6.98691E-03,  6.77926E-03,  6.56817E-03,  6.35503E-03,  6.14107E-03,  5.92747E-03,  5.71525E-03,  5.50532E-03,  5.29849E-03,  5.09544E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.07643E-03,  5.29257E-03,  5.51439E-03,  5.74134E-03,  5.97276E-03,  6.20785E-03,  6.44568E-03,  6.68516E-03,  6.92509E-03,  7.16409E-03,  7.40067E-03,  7.63320E-03,  7.85993E-03,  8.07903E-03,  8.28857E-03,  8.48662E-03,  8.67120E-03,  8.84039E-03,  8.99233E-03,  9.12528E-03,  9.23766E-03,  9.32810E-03,  9.39545E-03,  9.43887E-03,  9.45778E-03,  9.45194E-03,  9.42143E-03,  9.36664E-03,  9.28827E-03,  9.18733E-03,  9.06507E-03,  8.92296E-03,  8.76267E-03,  8.58598E-03,  8.39481E-03,  8.19110E-03,  7.97681E-03,  7.75388E-03,  7.52419E-03,  7.28954E-03,  7.05162E-03,  6.81201E-03,  6.57213E-03,  6.33328E-03,  6.09662E-03,  5.86315E-03,  5.63375E-03,  5.40914E-03,  5.18993E-03,  4.97663E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.14752E-03,  5.37846E-03,  5.61677E-03,  5.86204E-03,  6.11369E-03,  6.37103E-03,  6.63319E-03,  6.89917E-03,  7.16777E-03,  7.43763E-03,  7.70721E-03,  7.97481E-03,  8.23854E-03,  8.49638E-03,  8.74617E-03,  8.98566E-03,  9.21252E-03,  9.42442E-03,  9.61903E-03,  9.79411E-03,  9.94756E-03,  1.00774E-02,  1.01821E-02,  1.02601E-02,  1.03104E-02,  1.03323E-02,  1.03255E-02,  1.02902E-02,  1.02267E-02,  1.01360E-02,  1.00193E-02,  9.87804E-03,  9.71414E-03,  9.52958E-03,  9.32654E-03,  9.10729E-03,  8.87419E-03,  8.62956E-03,  8.37569E-03,  8.11482E-03,  7.84902E-03,  7.58026E-03,  7.31034E-03,  7.04089E-03,  6.77337E-03,  6.50905E-03,  6.24905E-03,  5.99430E-03,  5.74558E-03,  5.50353E-03,  5.26864E-03,  5.04131E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.96633E-03,  5.20194E-03,  5.44688E-03,  5.70099E-03,  5.96397E-03,  6.23542E-03,  6.51476E-03,  6.80127E-03,  7.09404E-03,  7.39197E-03,  7.69377E-03,  7.99791E-03,  8.30266E-03,  8.60606E-03,  8.90596E-03,  9.20000E-03,  9.48565E-03,  9.76024E-03,  1.00210E-02,  1.02651E-02,  1.04899E-02,  1.06924E-02,  1.08702E-02,  1.10210E-02,  1.11426E-02,  1.12333E-02,  1.12919E-02,  1.13174E-02,  1.13095E-02,  1.12684E-02,  1.11945E-02,  1.10890E-02,  1.09534E-02,  1.07896E-02,  1.05999E-02,  1.03865E-02,  1.01523E-02,  9.89997E-03,  9.63234E-03,  9.35219E-03,  9.06227E-03,  8.76516E-03,  8.46333E-03,  8.15903E-03,  7.85434E-03,  7.55110E-03,  7.25095E-03,  6.95530E-03,  6.66536E-03,  6.38212E-03,  6.10643E-03,  5.83891E-03,  5.58006E-03,  5.33025E-03,  5.08969E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.99185E-03,  5.23875E-03,  5.49664E-03,  5.76554E-03,  6.04531E-03,  6.33574E-03,  6.63642E-03,  6.94683E-03,  7.26621E-03,  7.59362E-03,  7.92789E-03,  8.26760E-03,  8.61106E-03,  8.95632E-03,  9.30117E-03,  9.64312E-03,  9.97942E-03,  1.03071E-02,  1.06230E-02,  1.09239E-02,  1.12062E-02,  1.14668E-02,  1.17021E-02,  1.19091E-02,  1.20849E-02,  1.22269E-02,  1.23330E-02,  1.24015E-02,  1.24313E-02,  1.24221E-02,  1.23739E-02,  1.22876E-02,  1.21643E-02,  1.20061E-02,  1.18153E-02,  1.15945E-02,  1.13469E-02,  1.10756E-02,  1.07841E-02,  1.04758E-02,  1.01539E-02,  9.82177E-03,  9.48244E-03,  9.13880E-03,  8.79346E-03,  8.44879E-03,  8.10687E-03,  7.76953E-03,  7.43834E-03,  7.11458E-03,  6.79932E-03,  6.49342E-03,  6.19751E-03,  5.91207E-03,  5.63740E-03,  5.37369E-03,  5.12098E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.00040E-03,  5.25732E-03,  5.52687E-03,  5.80925E-03,  6.10455E-03,  6.41275E-03,  6.73370E-03,  7.06706E-03,  7.41232E-03,  7.76877E-03,  8.13543E-03,  8.51106E-03,  8.89413E-03,  9.28278E-03,  9.67485E-03,  1.00678E-02,  1.04588E-02,  1.08446E-02,  1.12218E-02,  1.15865E-02,  1.19350E-02,  1.22629E-02,  1.25663E-02,  1.28410E-02,  1.30831E-02,  1.32891E-02,  1.34558E-02,  1.35804E-02,  1.36610E-02,  1.36961E-02,  1.36852E-02,  1.36286E-02,  1.35270E-02,  1.33823E-02,  1.31967E-02,  1.29733E-02,  1.27153E-02,  1.24266E-02,  1.21111E-02,  1.17730E-02,  1.14164E-02,  1.10453E-02,  1.06636E-02,  1.02749E-02,  9.88261E-03,  9.48974E-03,  9.09899E-03,  8.71272E-03,  8.33295E-03,  7.96137E-03,  7.59939E-03,  7.24811E-03,  6.90838E-03,  6.58082E-03,  6.26585E-03,  5.96372E-03,  5.67452E-03,  5.39820E-03,  5.13464E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
