NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.04171E-02, -3.05076E-02, -3.05822E-02, -3.06406E-02, -3.06823E-02, -3.07069E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.01417E-02, -3.03245E-02, -3.04949E-02, -3.06520E-02, -3.07951E-02, -3.09237E-02, -3.10369E-02, -3.11341E-02, -3.12148E-02, -3.12784E-02, -3.13243E-02, -3.13522E-02, -3.13617E-02, -3.13526E-02, -3.13246E-02, -3.12778E-02, -3.12121E-02, -3.11278E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.00702E-02, -3.02978E-02, -3.05149E-02, -3.07205E-02, -3.09141E-02, -3.10948E-02, -3.12617E-02, -3.14143E-02, -3.15516E-02, -3.16729E-02, -3.17776E-02, -3.18649E-02, -3.19343E-02, -3.19851E-02, -3.20168E-02, -3.20290E-02, -3.20215E-02, -3.19939E-02, -3.19463E-02, -3.18785E-02, -3.17909E-02, -3.16837E-02, -3.15572E-02, -3.14121E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.98491E-02, -3.01166E-02, -3.03756E-02, -3.06254E-02, -3.08651E-02, -3.10940E-02, -3.13113E-02, -3.15162E-02, -3.17077E-02, -3.18852E-02, -3.20477E-02, -3.21945E-02, -3.23247E-02, -3.24375E-02, -3.25321E-02, -3.26079E-02, -3.26642E-02, -3.27004E-02, -3.27160E-02, -3.27106E-02, -3.26838E-02, -3.26357E-02, -3.25661E-02, -3.24753E-02, -3.23634E-02, -3.22310E-02, -3.20786E-02, -3.19069E-02, -3.17168E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.97912E-02, -3.00866E-02, -3.03750E-02, -3.06556E-02, -3.09275E-02, -3.11901E-02, -3.14424E-02, -3.16837E-02, -3.19131E-02, -3.21297E-02, -3.23328E-02, -3.25213E-02, -3.26945E-02, -3.28514E-02, -3.29912E-02, -3.31129E-02, -3.32157E-02, -3.32988E-02, -3.33614E-02, -3.34027E-02, -3.34223E-02, -3.34196E-02, -3.33943E-02, -3.33461E-02, -3.32750E-02, -3.31811E-02, -3.30647E-02, -3.29263E-02, -3.27664E-02, -3.25859E-02, -3.23856E-02, -3.21666E-02, -3.19300E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.99821E-02, -3.02974E-02, -3.06064E-02, -3.09083E-02, -3.12023E-02, -3.14875E-02, -3.17632E-02, -3.20285E-02, -3.22825E-02, -3.25245E-02, -3.27534E-02, -3.29685E-02, -3.31687E-02, -3.33533E-02, -3.35211E-02, -3.36712E-02, -3.38027E-02, -3.39145E-02, -3.40058E-02, -3.40755E-02, -3.41230E-02, -3.41475E-02, -3.41483E-02, -3.41250E-02, -3.40774E-02, -3.40052E-02, -3.39085E-02, -3.37877E-02, -3.36433E-02, -3.34757E-02, -3.32860E-02, -3.30752E-02, -3.28442E-02, -3.25945E-02, -3.23274E-02, -3.20442E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
