Qtot-5.551115123125783e-17
# RMSE: 0.9182971540709394, Max. Err: 1.6758702071311204 kcal/mol Qa(l,m) [a = atom index]
5
Q1(0,0)     0.5209625036396677
Q2(0,0)     -0.21447685981566503
Q3(0,0)     -0.30648564382400273
Q1(1,-1)     0.16285927043922183
Q1(1,0)     -0.06347301218132159
Q1(1,1)     0.1628592716586862
Q2(1,-1)     -0.07629629054879392
Q2(1,0)     -0.17598882412557781
Q2(1,1)     -0.07629629082240996
Q3(1,-1)     -0.08667613508989302
Q3(1,0)     0.037721763427423546
Q3(1,1)     -0.08667613603574399
Q1(2,-2)     -0.08532175740860037
Q1(2,-1)     -0.03302534564853128
Q1(2,0)     -0.6722787894960515
Q1(2,1)     -0.03302534696104514
Q1(2,2)     1.467641980168466e-12
Q2(2,-2)     0.019880270878741276
Q2(2,-1)     0.10659488732303703
Q2(2,0)     0.273239643824215
Q2(2,1)     0.10659488787007142
Q2(2,2)     -1.0305211545214021e-11
Q3(2,-2)     0.0652657311156599
Q3(2,-1)     -0.11286165959027952
Q3(2,0)     0.1434745666696729
Q3(2,1)     -0.11286166137889048
Q3(2,2)     8.820912750229226e-12
Q1(3,-3)     -0.04981789744485378
Q1(3,-2)     0.08041369784487962
Q1(3,-1)     0.5938544335077545
Q1(3,0)     0.16507790710776607
Q1(3,1)     0.593854436424601
Q1(3,2)     4.9230314269621545e-11
Q1(3,3)     0.04981789745160315
Q2(3,-3)     0.02446519853029208
Q2(3,-2)     -0.008205032765118303
Q2(3,-1)     -0.031167990978142684
Q2(3,0)     0.10994861299846972
Q2(3,1)     -0.031167991701961717
Q2(3,2)     2.4229666883979206e-11
Q2(3,3)     -0.02446519853394369
Q3(3,-3)     0.02574751153363017
Q3(3,-2)     0.14978435266965823
Q3(3,-1)     -0.0023607384214528043
Q3(3,0)     -0.09962640281497921
Q3(3,1)     -0.0023607407324788277
Q3(3,2)     2.0382591447987153e-11
Q3(3,3)     -0.025747511536725887
Q1(4,-4)     9.965451044664092e-14
Q1(4,-3)     -0.00035469151872364116
Q1(4,-2)     -0.526423958139593
Q1(4,-1)     -0.03881390708592135
Q1(4,0)     0.3060761661689823
Q1(4,1)     -0.03881390887800179
Q1(4,2)     4.604183354017799e-12
Q1(4,3)     0.0003546915205300989
Q1(4,4)     0.005132630486233816
Q2(4,-4)     -5.6659917643114843e-14
Q2(4,-3)     -0.0637736883812236
Q2(4,-2)     -0.09696970356225498
Q2(4,-1)     -0.1664990389344721
Q2(4,0)     -0.16483057119268232
Q2(4,1)     -0.16649903831669843
Q2(4,2)     -3.558433755990187e-11
Q2(4,3)     0.0637736883899583
Q2(4,4)     -0.014729499415133532
Q3(4,-4)     -1.1648625450723718e-13
Q3(4,-3)     0.060855411500853954
Q3(4,-2)     0.18823468641035762
Q3(4,-1)     0.2853221379132969
Q3(4,0)     0.11256414136304346
Q3(4,1)     0.2853221358877934
Q3(4,2)     2.939997897910551e-11
Q3(4,3)     -0.060855411508584
Q3(4,4)     -0.01507246422000516
Q1(5,-5)     0.08987141749580187
Q1(5,-4)     -2.5597645002457294e-13
Q1(5,-3)     -0.1646593017344501
Q1(5,-2)     -0.08028968717626896
Q1(5,-1)     -0.4255716396869135
Q1(5,0)     -0.07077875393848809
Q1(5,1)     -0.4255716395951181
Q1(5,2)     9.00463059151646e-11
Q1(5,3)     0.1646593017824113
Q1(5,4)     0.011437536064183447
Q1(5,5)     0.08987141749662311
Q2(5,-5)     -0.03696589873264656
Q2(5,-4)     1.0927962534716413e-13
Q2(5,-3)     0.07651092265406283
Q2(5,-2)     0.24651337738602933
Q2(5,-1)     0.27148521645076307
Q2(5,0)     0.4173078223943638
Q2(5,1)     0.2714852162183642
Q2(5,2)     2.938771589359318e-11
Q2(5,3)     -0.07651092266518056
Q2(5,4)     0.05141523193988427
Q2(5,5)     -0.03696589873285681
Q3(5,-5)     -0.051458632852289084
Q3(5,-4)     -3.430488789628143e-13
Q3(5,-3)     0.09271585248713844
Q3(5,-2)     0.1132436467099558
Q3(5,-1)     0.494426845085873
Q3(5,0)     0.1316192871032487
Q3(5,1)     0.49442684419635474
Q3(5,2)     2.434763003190954e-11
Q3(5,3)     -0.09271585249609805
Q3(5,4)     -0.0038734719991315443
Q3(5,5)     -0.05145863285247078
